trip_id,mandi_id,destination_warehouse,departure_time,arrival_time,transit_hours,distance,distance_unit,vehicle_no,driver_id,distance_km,vehicle_no_clean,departure_time_clean,arrival_time_clean,reason,recommended_action
TRP001371,MANDI013,WH-Central,2026-05-01 07:36:19,2026-05-02 04:30:19,-20.9,1189.8,km,PB 40 BC 3093,DRV161,1189.8,PB40BC3093,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP007614,MANDI030,WH-West,15-May-2026 12:23:28,05-15-2026 11:29 PM,-11.1,588.6,km,RJ-96-AB-8066,DRV335,588.6,RJ96AB8066,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004970,MANDI024,WH-West,18-Jan-2026 07:53:52,19/01/2026 04:05,-20.2,905.8,km,pb 32-CD-3857,DRV850,905.8,PB32CD3857,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP007607,MANDI031,WH-West,24/05/2026,05-24-2026 03:55 PM,-8.1,463.4,km,dl 50-DF-8326,DRV142,463.4,DL50DF8326,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000685,MANDI057,WH-South,18/01/2026 18:15,2026-01-18T21:39:23,-3.4,202.2,km,PB-60-AB-8079,DRV834,202.2,PB60AB8079,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009401,MANDI008,WH-East,01-04-2026 03:11 AM,,-13.0,473.9817988,miles,RJ-26-AB-4496,,762.797868080792,RJ26AB4496,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000850,MANDI056,WH-Central,2026-02-25T19:47:17,25-Feb-2026 23:23:17,-3.6,181.6,km,UP-53-CD-6924,DRV657,181.6,UP53CD6924,2026-02-25 19:47:17,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008701,MANDI052,WH-Central,09/09/2026,10/09/2026,-15.8,473.85752460000003,miles,PB 61 AB 3709,DRV712,762.597868639764,PB61AB3709,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003504,MANDI018,WH-West,2026-01-03 17:19:02,2026-01-04T08:19:02,-15.0,684.9,km,UP-34-DF-8453,DRV411,684.9,UP34DF8453,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002706,MANDI045,WH-North,2026-05-02T02:29:02,,-21.5,1074.6,km,DL-24-BC-4762,DRV368,1074.6,DL24BC4762,2026-05-02 02:29:02,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP007751,MANDI040,WH-East,2026-08-24T17:52:31,2026-08-25T01:58:31,-8.1,436.0,km,,,436.0,,2026-08-24 17:52:31,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000589,MANDI005,WH-North,04-14-2026 04:53 AM,2026-04-14T19:17:20,-14.4,616.6,km,hr 14-CD-1570,DRV771,616.6,HR14CD1570,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004686,MANDI007,Export-Terminal,06-08-2026 05:13 PM,2026-06-08 23:07:41,-5.9,334.5,km,DL-86-DF-2818,DRV131,334.5,DL86DF2818,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005919,MANDI054,WH-West,2026-02-03 14:48:12,02-03-2026 10:24 PM,-7.6,218.6604549,miles,HR 69 AB 8100,DRV758,351.899016488766,HR69AB8100,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006720,MANDI022,WH-North,2026-04-20 21:16:30,20-Apr-2026 23:28:30,-2.2,127.3,km,UP-25-CD-7038,DRV635,127.3,UP25CD7038,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009780,MANDI004,WH-South,17/08/2026,2026-08-17 17:49:03,-4.2,147.8241609,miles,,DRV137,237.89933510280602,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006831,MANDI038,WH-East,05/04/2026,2026-04-05T16:38:30,-8.9,369.7 KM,,UP-29-BC-4520,DRV542,,UP29BC4520,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005970,MANDI017,WH-South,2026-09-07T22:05:44,09-08-2026 01:53 AM,-3.8,188.2 KM,,dl 69-DF-6386,DRV270,,DL69DF6386,2026-09-07 22:05:44,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP001212,MANDI004,WH-Central,2026-08-05T22:03:04,06/08/2026 18:21,20.3,725.0156828,miles,PB 56 CD 5369,DRV430,1166.796738957352,PB56CD5369,2026-08-05 22:03:04,2026-06-08 18:21:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004477,MANDI048,WH-South,2026-01-17T15:47:53,18/01/2026 11:17,-19.5,947.0,km,RJ 86 DF 9771,,947.0,RJ86DF9771,2026-01-17 15:47:53,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP001293,MANDI027,WH-North,05-30-2026 07:05 PM,,-17.5,942.7 KM,,RJ-15-CD-1413,DRV628,,RJ15CD1413,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005980,MANDI057,WH-South,2026-08-05T02:01:57,05/08/2026,-10.2,537.3,km,HR 55 BC 6929,DRV831,537.3,HR55BC6929,2026-08-05 02:01:57,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003347,MANDI056,WH-East,2026-05-08 18:56:33,09/05/2026 09:50,-14.9,653.6 KM,,DL85-AB-8835,DRV414,,DL85AB8835,,2026-09-05 09:50:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000171,MANDI039,WH-South,2026-05-02T13:12:12,02/05/2026 18:18,5.1,260.3,km,DL89-CD-4843,DRV239,260.3,DL89CD4843,2026-05-02 13:12:12,2026-02-05 18:18:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002757,MANDI050,WH-East,07-29-2026 12:48 PM,2026-07-30 01:00:02,-12.2,719.7,km,,DRV974,719.7,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP007795,MANDI042,Export-Terminal,01-19-2026 09:57 AM,01-19-2026 04:45 PM,-6.8,288.3,km,,DRV879,288.3,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005844,MANDI031,Export-Terminal,05/08/2026 00:41,08-06-2026 12:05 AM,-23.4,1184.2,km,,,1184.2,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008148,MANDI049,WH-North,07/02/2026 00:04,2026-02-07T04:58:22,-4.9,199.4,km,,DRV156,199.4,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006058,MANDI025,WH-South,17/01/2026 03:44,01-17-2026 10:50 PM,-19.1,1102.3,km,dl 99-BC-8914,DRV440,1102.3,DL99BC8914,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004536,MANDI036,WH-North,2026-01-21 17:04:20,22/01/2026 08:40,-15.6,711.2,km,DL 52 CD 9129,DRV622,711.2,DL52CD9129,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006652,MANDI053,WH-South,2026-06-25 07:44:43,2026-06-25 10:14:43,-2.5,116.8,km,,DRV501,116.8,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000185,MANDI011,WH-North,08-Jan-2026 09:20:45,09/01/2026 06:32,-21.2,1185.5,km,PB 14 BC 8291,,1185.5,PB14BC8291,,2026-09-01 06:32:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002078,MANDI001,Export-Terminal,2026-06-07 20:47:04,2026-06-08 19:17:04,-22.5,1311.9,km,pb 18-BC-5762,DRV838,1311.9,PB18BC5762,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003951,MANDI011,WH-West,2026-08-20 13:34:40,21-Aug-2026 06:40:40,-17.1,744.3,km,DL-25-CD-3399,DRV466,744.3,DL25CD3399,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009302,MANDI057,WH-North,2026-08-07 05:43:38,2026-08-07T16:01:38,-10.3,288.7511037,miles,UP-35-DF-4564,DRV335,464.698701228558,UP35DF4564,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009360,MANDI009,WH-West,2026-07-10T02:00:10,10-Jul-2026 10:42:10,-8.7,458.6,km,HR-86-AB-3035,DRV794,458.6,HR86AB3035,2026-07-10 02:00:10,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003365,MANDI009,WH-Central,02/01/2026 12:02,03-Jan-2026 02:56:55,-14.9,889.5,km,UP 33 AB 5085,DRV218,889.5,UP33AB5085,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003067,MANDI029,WH-North,16/06/2026,17/06/2026 08:25,-20.3,727.9361265,miles,HR-37-CD-8409,,1171.49672582151,HR37CD8409,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008457,MANDI026,WH-West,14-Feb-2026 20:35:07,02-15-2026 06:35 AM,-10.0,582.6,km,,DRV586,582.6,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005225,MANDI038,WH-Central,02-17-2026 04:30 AM,18-Feb-2026 01:06:52,-20.6,863.0,km,,DRV785,863.0,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008584,MANDI005,WH-West,17-Mar-2026 06:04:07,17/03/2026 09:22,-3.3,195.3,km,DL85-AB-5556,,195.3,DL85AB5556,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000809,MANDI026,WH-East,02-25-2026 12:59 PM,02-25-2026 09:29 PM,-8.5,448.8,km,PB-62-BC-1661,DRV505,448.8,PB62BC1661,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008537,MANDI027,WH-North,2026-04-05 15:47:14,2026-04-06T13:53:14,-22.1,1057.5 KM,,up 36-CD-3555,DRV682,,UP36CD3555,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005971,MANDI027,WH-West,2026-02-01T16:32:30,02/02/2026 08:14,-15.7,768.2,km,RJ23-CD-8545,DRV751,768.2,RJ23CD8545,2026-02-01 16:32:30,2026-02-02 08:14:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002398,MANDI005,Export-Terminal,08/07/2026 03:24,08/07/2026 15:48,-12.4,690.3,km,dl 31-AB-7856,DRV672,690.3,DL31AB7856,,2026-08-07 15:48:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002846,MANDI035,WH-West,2026-04-01T23:35:20,02/04/2026 13:11,13.6,720.6,km,PB 73 AB 5152,,720.6,PB73AB5152,2026-04-01 23:35:20,2026-02-04 13:11:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP001002,MANDI035,WH-West,11/07/2026,,-9.7,468.7,km,rj 51-DF-3635,DRV140,468.7,RJ51DF3635,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009464,MANDI026,WH-North,2026-08-29 14:37:43,30/08/2026 03:19,-12.7,563.3,km,HR38-BC-3168,DRV173,563.3,HR38BC3168,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP007851,MANDI029,WH-West,15/07/2026 15:36,16/07/2026,-11.6,584.0,km,UP-81-CD-6391,DRV174,584.0,UP81CD6391,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003581,MANDI044,WH-West,12-May-2026 17:28:24,13-May-2026 04:10:24,-10.7,620.9,km,UP31-CD-3426,,620.9,UP31CD3426,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008494,MANDI011,WH-North,04/05/2026 19:11,,-21.8,1106.5,km,pb 10-DF-2651,DRV392,1106.5,PB10DF2651,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002186,MANDI053,WH-South,09-Feb-2026 10:14:52,02-10-2026 05:56 AM,-19.7,1069.7,km,HR-29-AB-2388,DRV428,1069.7,HR29AB2388,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006659,MANDI022,WH-Central,2026-06-06T03:10:31,06/06/2026 20:28,-17.3,951.5,km,UP-54-CD-5586,DRV392,951.5,UP54CD5586,2026-06-06 03:10:31,2026-06-06 20:28:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009868,MANDI013,WH-North,01/01/2026,2026-01-02 15:09:08,-19.4,924.3,km,,DRV578,924.3,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP007745,MANDI030,Export-Terminal,23-Jul-2026 23:53:54,24/07/2026,-11.2,667.7,km,hr 36-CD-3890,DRV151,667.7,HR36CD3890,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006071,MANDI057,WH-North,07/02/2026 18:28,2026-02-07T23:34:01,-5.1,227.1,km,RJ-66-DF-2892,DRV163,227.1,RJ66DF2892,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP007801,MANDI011,WH-North,2026-09-05T12:43:35,06/09/2026 03:13,14.5,391.58800420000006,miles,DL 76 BC 5873,,630.1982386792281,DL76BC5873,2026-09-05 12:43:35,2026-06-09 03:13:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006110,MANDI006,WH-South,09/02/2026 08:43,02-09-2026 07:19 PM,-10.6,532.2,km,pb 66-CD-7096,DRV762,532.2,PB66CD7096,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009900,MANDI001,WH-Central,03-17-2026 12:33 PM,18/03/2026,-18.0,1015.3,km,,DRV493,1015.3,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008606,MANDI022,Export-Terminal,2026-08-06T00:11:15,,-4.3,173.9 KM,,UP47-AB-7202,,,UP47AB7202,2026-08-06 00:11:15,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008865,MANDI024,Export-Terminal,05/07/2026 18:41,05/07/2026,-5.0,291.3,km,rj 99-AB-7378,DRV347,291.3,RJ99AB7378,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP001800,MANDI003,WH-North,27/03/2026 23:04,2026-03-28T09:34:05,-10.5,593.7 KM,,pb 81-BC-5600,DRV288,,PB81BC5600,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004205,MANDI025,WH-East,2026-09-01T15:44:20,,-15.4,877.0,km,UP 17 AB 7543,DRV904,877.0,UP17AB7543,2026-09-01 15:44:20,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP001974,MANDI050,WH-North,2026-05-23 15:25:27,2026-05-24T07:01:27,-15.6,850.7,km,,DRV836,850.7,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP001880,MANDI053,WH-North,26/04/2026 11:23,2026-04-26 16:05:54,-4.7,201.5,km,PB-42-AB-1316,DRV257,201.5,PB42AB1316,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP001943,MANDI045,Export-Terminal,08-Jan-2026 00:30:53,2026-01-08 19:12:53,-18.7,763.9,km,RJ 60 AB 2338,,763.9,RJ60AB2338,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005193,MANDI019,WH-Central,06-29-2026 10:26 PM,06-30-2026 12:44 AM,-2.3,95.1,km,UP-29-BC-7227,DRV546,95.1,UP29BC7227,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002790,MANDI002,WH-North,2026-01-30 08:20:32,2026-01-31T02:56:32,-18.6,1110.7,km,,DRV498,1110.7,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003256,MANDI013,WH-Central,2026-08-25T11:46:16,08-26-2026 01:46 AM,-14.0,613.2,km,UP-26-DF-5617,,613.2,UP26DF5617,2026-08-25 11:46:16,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005163,MANDI037,WH-East,2026-08-25 18:10:57,2026-08-26 03:28:57,-9.3,496.1,km,RJ-18-DF-5586,DRV475,496.1,RJ18DF5586,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004750,MANDI019,WH-West,25/01/2026 22:41,2026-01-26 07:17:19,-8.6,504.6,km,RJ-77-DF-4843,DRV421,504.6,RJ77DF4843,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002905,MANDI020,Export-Terminal,05-Feb-2026 11:01:21,06/02/2026,-16.6,799.7,km,HR-90-BC-7320,DRV262,799.7,HR90BC7320,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004595,MANDI044,Export-Terminal,2026-08-03 02:35:39,03-Aug-2026 16:29:39,-13.9,738.8,km,RJ-84-BC-7987,DRV721,738.8,RJ84BC7987,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006245,MANDI019,WH-East,28/04/2026 12:45,29/04/2026,-18.3,870.5,km,PB81-BC-5063,DRV471,870.5,PB81BC5063,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003348,MANDI047,WH-Central,08-31-2026 02:50 AM,31-Aug-2026 13:56:47,-11.1,534.8,km,RJ-20-BC-6780,,534.8,RJ20BC6780,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009431,MANDI028,WH-North,19-Jan-2026 18:01:09,2026-01-19T23:25:09,-5.4,302.4 KM,,PB-24-BC-6708,DRV940,,PB24BC6708,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004934,MANDI010,WH-Central,2026-08-20 12:06:47,2026-08-20 15:48:47,-3.7,181.3,km,rj 46-BC-8871,DRV610,181.3,RJ46BC8871,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006142,MANDI034,WH-North,2026-03-29 22:36:25,,-4.4,251.2,km,,DRV110,251.2,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008900,MANDI020,WH-Central,2026-08-19T07:09:08,08-20-2026 12:15 AM,-17.1,921.8,km,,DRV944,921.8,,2026-08-19 07:09:08,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009026,MANDI003,WH-South,04-24-2026 04:52 PM,24/04/2026 21:34,-4.7,157.5175485,miles,UP-38-BC-1705,DRV472,253.49929150299002,UP38BC1705,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004954,MANDI051,WH-South,06/05/2026,05-07-2026 02:24 PM,-16.9,745.5,km,RJ 70 DF 9214,DRV993,745.5,RJ70DF9214,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008684,MANDI023,WH-South,02-Sep-2026 17:52:59,03-Sep-2026 00:28:59,-6.6,276.3,km,UP 81 DF 3567,,276.3,UP81DF3567,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP001289,MANDI031,WH-West,01-Feb-2026 05:53:17,,-7.5,374.9 KM,,,,,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005168,MANDI017,WH-East,2026-05-12T21:34:35,05-13-2026 09:52 AM,-12.3,389.41320570000005,miles,,DRV762,626.6982484612382,,2026-05-12 21:34:35,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008508,MANDI039,WH-Central,20/07/2026 08:43,20/07/2026,-14.6,875.8,km,DL-84-DF-9763,DRV550,875.8,DL84DF9763,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002371,MANDI011,WH-South,2026-03-02 11:41:59,2026-03-02 20:17:59,-8.6,419.3 KM,,DL-30-BC-3900,DRV307,,DL30BC3900,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008970,MANDI050,WH-West,2026-08-01T10:54:24,02/08/2026 10:42,,1050.1,km,RJ-42-AB-7607,,1050.1,RJ42AB7607,2026-08-01 10:54:24,2026-02-08 10:42:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009799,MANDI021,WH-Central,01-31-2026 11:24 PM,,-2.6,127.8 KM,,PB-35-AB-2127,,,PB35AB2127,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP007406,MANDI018,WH-South,2026-03-25T10:42:11,2026-03-25T21:54:11,-11.2,533.1,km,HR-50-CD-3764,DRV471,533.1,HR50CD3764,2026-03-25 10:42:11,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002943,MANDI043,WH-North,07-10-2026 07:11 PM,11-Jul-2026 14:53:37,-19.7,807.6,km,RJ-27-BC-5163,DRV160,807.6,RJ27BC5163,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008406,MANDI002,WH-North,2026-09-08 11:45:14,2026-09-09 01:33:14,-13.8,789.3,km,,,789.3,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000803,MANDI040,WH-Central,2026-07-15 13:01:39,2026-07-16T04:01:39,-15.0,454.2843381,miles,RJ-71-DF-2991,DRV700,731.097956677854,RJ71DF2991,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009617,MANDI057,WH-South,23-Jan-2026 10:56:36,,-23.8,1087.3,km,,DRV361,1087.3,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002069,MANDI036,Export-Terminal,04/05/2026 15:40,2026-05-05T01:58:35,-10.3,538.4,km,HR-62-AB-4714,DRV409,538.4,HR62AB4714,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002367,MANDI016,Export-Terminal,18/08/2026 16:49,08-19-2026 07:49 AM,-15.0,866.9,km,,DRV301,866.9,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005486,MANDI016,WH-West,2026-03-30T07:36:44,2026-03-30 21:12:44,-13.6,376.42655179999997,miles,DL-51-CD-7707,DRV574,605.7983068738121,DL51CD7707,2026-03-30 07:36:44,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005529,MANDI027,Export-Terminal,07-16-2026 03:31 AM,2026-07-16T06:31:54,-3.0,152.1,km,dl 88-DF-4787,DRV946,152.1,DL88DF4787,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000176,MANDI004,WH-South,08/09/2026 22:29,09-09-2026 12:59 PM,-14.5,740.0 KM,,HR-59-CD-2242,DRV216,,HR59CD2242,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008138,MANDI029,WH-East,2026-08-02T04:44:43,02/08/2026 12:26,,311.2,km,UP 48 AB 8659,DRV447,311.2,UP48AB8659,2026-08-02 04:44:43,2026-02-08 12:26:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009857,MANDI002,Export-Terminal,2026-09-02T07:59:12,03/09/2026 02:05,18.1,783.0,km,pb 73-AB-3317,,783.0,PB73AB3317,2026-09-02 07:59:12,2026-03-09 02:05:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009955,MANDI026,WH-North,24/04/2026 05:13,,-6.8,348.6,km,,DRV896,348.6,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006164,MANDI025,WH-South,2026-07-10 11:00:09,2026-07-11 02:24:09,-15.4,635.4,km,DL47-BC-3888,DRV785,635.4,DL47BC3888,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003952,MANDI015,WH-Central,2026-06-15 14:19:09,15/06/2026 21:01,-6.7,370.6,km,,DRV182,370.6,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006044,MANDI013,WH-East,10-Apr-2026 05:10:53,2026-04-11 04:10:53,-23.0,990.2,km,,DRV225,990.2,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003251,MANDI032,WH-South,05-19-2026 04:38 AM,19/05/2026,-14.1,645.3 KM,,UP88-BC-5323,DRV817,,UP88BC5323,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008665,MANDI016,WH-West,04-25-2026 10:27 AM,25/04/2026 21:51,-11.4,531.5,km,HR-22-CD-3586,,531.5,HR22CD3586,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000452,MANDI043,WH-Central,14/01/2026 03:12,01-14-2026 06:30 AM,-3.3,155.6,km,UP 97 CD 3519,DRV342,155.6,UP97CD3519,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003664,MANDI036,WH-Central,2026-06-28T08:24:07,2026-06-28 13:42:07,-5.3,134.216136,miles,PB11-CD-8736,DRV278,215.99939631024,PB11CD8736,2026-06-28 08:24:07,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000993,MANDI038,WH-South,12/05/2026 13:25,2026-05-12T21:19:52,-7.9,262.9642072,miles,UP-84-DF-8468,DRV557,423.19881721524797,UP84DF8468,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004991,MANDI008,WH-East,12/02/2026 11:29,12/02/2026,-3.6,209.0 KM,,DL-25-CD-4899,DRV391,,DL25CD4899,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005311,MANDI011,WH-Central,21/05/2026,22/05/2026 04:30,-4.6,229.5,km,DL 98 CD 6339,DRV943,229.5,DL98CD6339,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008488,MANDI055,WH-West,04-08-2026 04:41 AM,2026-04-08T17:05:59,-12.4,713.3,km,rj 95-AB-3014,DRV784,713.3,RJ95AB3014,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003908,MANDI017,WH-East,02-Mar-2026 17:43:07,2026-03-03 00:49:07,-7.1,315.0,km,dl 49-CD-1231,DRV300,315.0,DL49CD1231,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009502,MANDI005,Export-Terminal,2026-09-05T09:17:29,06/09/2026 08:05,22.8,1043.8,km,RJ-58-DF-1652,DRV638,1043.8,RJ58DF1652,2026-09-05 09:17:29,2026-06-09 08:05:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002750,MANDI013,Export-Terminal,22/08/2026,23/08/2026 03:49,-11.2,619.5,km,dl 37-BC-4209,DRV643,619.5,DL37BC4209,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006729,MANDI007,WH-East,2026-04-03T03:47:12,2026-04-04 03:35:12,-23.8,839.6586323,miles,HR 35 BC 3093,,1351.2962233056821,HR35BC3093,2026-04-03 03:47:12,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000084,MANDI023,WH-West,2026-05-18 18:38:40,19/05/2026,-22.8,1341.8,km,HR-25-BC-5574,DRV240,1341.8,HR25BC5574,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP007948,MANDI011,WH-South,21/07/2026 02:24,2026-07-21 22:54:58,-20.5,1124.0,km,,DRV538,1124.0,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003009,MANDI033,WH-West,07-08-2026 02:40 PM,09-Jul-2026 14:10:45,-23.5,848.6063747000001,miles,UP97-BC-4801,DRV477,1365.6961830596981,UP97BC4801,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP007257,MANDI055,WH-South,06-22-2026 07:57 AM,06-22-2026 01:09 PM,-5.2,226.7,km,,,226.7,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000629,MANDI028,Export-Terminal,2026-02-25T17:58:57,26/02/2026,-14.7,841.6,km,hr 33-CD-3191,DRV569,841.6,HR33CD3191,2026-02-25 17:58:57,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003744,MANDI021,WH-East,06-13-2026 08:38 PM,14-Jun-2026 09:32:12,-12.9,435.8296194,miles,UP 65 DF 8006,DRV843,701.3980396851961,UP65DF8006,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004445,MANDI053,Export-Terminal,2026-03-07 06:09:33,,-6.0,183.98795310000003,miles,RJ-24-DF-2657,DRV169,296.09917244195407,RJ24DF2657,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005884,MANDI019,WH-Central,17-Feb-2026 04:56:42,18/02/2026,-23.9,965.7,km,up 43-CD-2910,,965.7,UP43CD2910,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002218,MANDI032,WH-Central,08/03/2026 08:53,2026-03-09 04:29:43,-19.6,1042.0,km,DL-94-BC-9829,,1042.0,DL94BC9829,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003327,MANDI025,WH-North,20/08/2026 01:05,2026-08-20T09:29:20,-8.4,397.2,km,RJ27-DF-5808,DRV197,397.2,RJ27DF5808,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
