trip_id,mandi_id,destination_warehouse,departure_time,arrival_time,transit_hours,distance,distance_unit,vehicle_no,driver_id,distance_km,vehicle_no_clean,departure_time_clean,arrival_time_clean
TRP005853,MANDI007,WH-East,2026-07-25T05:23:21,07-25-2026 09:23 PM,16.0,658.7,km,,DRV271,658.7,,2026-07-25 05:23:21,
TRP001171,MANDI038,WH-North,2026-08-25 20:02:33,26/08/2026,4.1,130.8607326,miles,RJ-93-BC-4910,DRV695,210.599411402484,RJ93BC4910,,
TRP002183,MANDI006,WH-West,08/04/2026 02:37,08/04/2026 12:55,10.3,484.7,km,up 72-AB-9470,,484.7,UP72AB9470,,2026-08-04 12:55:00
TRP003372,MANDI008,WH-North,2026-03-01 10:02:14,01-Mar-2026 12:08:14,,75.12375390000001,miles,RJ-23-AB-2214,DRV887,120.89966210142602,RJ23AB2214,,
TRP008445,MANDI011,WH-West,05-10-2026 01:06 PM,,9.3,404.2,km,hr 76-BC-9064,DRV673,404.2,HR76BC9064,,
TRP001860,MANDI006,Export-Terminal,02-01-2026 06:19 AM,01/02/2026 11:37,5.3,284.2 KM,,up 17-BC-1957,DRV532,,UP17BC1957,,2026-01-02 11:37:00
TRP005309,MANDI016,WH-Central,2026-06-01T11:41:35,02-Jun-2026 09:59:35,22.3,952.1,km,UP-20-BC-5416,DRV445,952.1,UP20BC5416,2026-06-01 11:41:35,
TRP005216,MANDI048,WH-North,2026-02-27 19:37:16,2026-02-28 07:13:16,11.6,496.5,km,DL 77 CD 5129,DRV657,496.5,DL77CD5129,,
TRP007014,MANDI052,WH-Central,29/07/2026,2026-07-29 19:43:21,19.2,1116.3,km,up 16-BC-2550,DRV328,1116.3,UP16BC2550,,
TRP008629,MANDI021,WH-North,04-21-2026 02:29 PM,04-22-2026 02:23 AM,11.9,317.0234842,miles,up 49-CD-3145,DRV555,510.19857406242795,UP49CD3145,,
TRP005313,MANDI011,WH-West,2026-07-26 03:11:37,26/07/2026,13.2,773.4,km,PB48-DF-1889,DRV104,773.4,PB48DF1889,,
TRP008032,MANDI024,WH-North,14/08/2026,,,1088.0,km,up 49-CD-6006,DRV205,1088.0,UP49CD6006,,
TRP006135,MANDI044,WH-Central,21-Mar-2026 13:11:42,22/03/2026,14.0,811.5,km,,DRV359,811.5,,,
TRP003122,MANDI018,WH-West,2026-08-12 01:22:52,08-12-2026 08:28 AM,,339.0,km,,DRV715,339.0,,,
TRP000388,MANDI026,WH-South,19/05/2026 19:10,2026-05-20 10:04:35,14.9,702.7,km,,DRV734,702.7,,,
TRP001312,MANDI044,WH-West,2026-03-05T00:27:05,2026-03-05T15:33:05,15.1,783.2,km,UP-43-CD-1056,DRV167,783.2,UP43CD1056,2026-03-05 00:27:05,
TRP001033,MANDI023,Export-Terminal,07-Jun-2026 21:26:20,,5.2,238.7,km,hr 41-DF-2000,,238.7,HR41DF2000,,
TRP008344,MANDI032,WH-West,30-Aug-2026 04:59:25,2026-08-30 14:53:25,9.9,314.2273147,miles,HR72-DF-5466,DRV318,505.698586639298,HR72DF5466,,
TRP009885,MANDI044,WH-West,2026-05-15 04:36:43,2026-05-15T16:12:43,,588.7,km,,DRV493,588.7,,,
TRP004937,MANDI057,WH-South,04/05/2026,04/05/2026,5.0,292.1,km,dl 43-DF-8032,DRV200,292.1,DL43DF8032,,
TRP000932,MANDI030,WH-South,2026-06-30 16:57:49,2026-07-01 00:33:49,7.6,412.8,km,PB 48 AB 5091,DRV765,412.8,PB48AB5091,,
TRP004020,MANDI011,WH-Central,2026-01-23 14:23:49,24-Jan-2026 01:17:49,10.9,613.6,km,DL 60 DF 5550,DRV634,613.6,DL60DF5550,,
TRP000692,MANDI030,WH-Central,05-03-2026 11:13 AM,03-May-2026 15:07:09,3.9,114.3944011,miles,up 48-BC-4791,DRV820,184.099485466274,UP48BC4791,,
TRP005793,MANDI021,WH-West,2026-02-16T22:12:46,,6.2,365.8,km,dl 68-AB-7868,DRV932,365.8,DL68AB7868,2026-02-16 22:12:46,
TRP007261,MANDI011,WH-East,03-03-2026 01:00 AM,03-Mar-2026 07:48:20,6.8,334.3,km,PB19-CD-8996,DRV820,334.3,PB19CD8996,,
TRP000830,MANDI039,WH-Central,26/02/2026 01:18,26/02/2026 15:18,14.0,562.6,km,PB-90-BC-8895,DRV596,562.6,PB90BC8895,,
TRP003499,MANDI034,WH-West,2026-06-17 03:17:56,2026-06-17 22:35:56,19.3,888.2 KM,,HR-52-BC-4607,DRV683,,HR52BC4607,,
TRP002082,MANDI049,WH-Central,17-Mar-2026 05:36:48,03-17-2026 06:18 PM,12.7,557.4,km,UP-34-AB-3872,DRV358,557.4,UP34AB3872,,
TRP009270,MANDI032,WH-Central,08-12-2026 10:41 PM,2026-08-13T03:17:47,,187.4,km,UP99-CD-2998,DRV212,187.4,UP99CD2998,,
TRP009919,MANDI054,WH-East,21/01/2026,2026-01-22 03:42:18,11.2,380.279052,miles,,DRV580,611.99828954568,,,
TRP000045,MANDI041,WH-Central,14/07/2026 16:25,07-14-2026 06:37 PM,2.2,69.90423750000001,miles,,DRV687,112.49968557825001,,,
TRP003940,MANDI010,WH-South,29/03/2026 04:18,29/03/2026 22:30,18.2,956.6,km,PB 69 BC 7627,DRV603,956.6,PB69BC7627,,
TRP005749,MANDI050,Export-Terminal,2026-01-19 23:38:08,2026-01-20 02:50:08,3.2,187.0,km,up 14-AB-9199,DRV204,187.0,UP14AB9199,,
TRP005649,MANDI040,WH-West,05-31-2026 03:00 AM,2026-05-31 12:42:27,9.7,389.6,km,HR-98-BC-9613,DRV530,389.6,HR98BC9613,,
TRP004320,MANDI012,WH-East,2026-06-06 07:21:17,2026-06-06 14:57:17,7.6,353.1,km,up 91-BC-1591,DRV987,353.1,UP91BC1591,,
TRP002966,MANDI056,WH-North,12/07/2026 04:10,12-Jul-2026 11:04:30,6.9,412.4,km,,DRV748,412.4,,,
TRP003970,MANDI024,WH-Central,06/06/2026 18:50,2026-06-07 00:20:13,5.5,325.6,km,PB 61 DF 4165,,325.6,PB61DF4165,,
TRP001188,MANDI041,WH-Central,2026-07-17T04:57:01,17-Jul-2026 13:27:01,8.5,388.5,km,up 51-DF-4471,DRV215,388.5,UP51DF4471,2026-07-17 04:57:01,
TRP009319,MANDI011,WH-West,03-20-2026 11:23 PM,2026-03-21 16:47:42,17.4,917.6,km,DL-50-CD-4000,DRV993,917.6,DL50CD4000,,
TRP009146,MANDI057,WH-Central,06-25-2026 06:07 AM,2026-06-25 13:37:26,7.5,303.2,km,,DRV117,303.2,,,
TRP000285,MANDI048,WH-North,24/04/2026,25/04/2026 08:35,19.9,905.5,km,,DRV686,905.5,,,
TRP009231,MANDI036,WH-North,12/01/2026 08:13,13/01/2026 05:37,21.4,1236.5 KM,,UP-38-DF-3034,DRV217,,UP38DF3034,,
TRP004160,MANDI013,WH-North,09-06-2026 07:23 AM,07/09/2026 00:23,17.0,737.8 KM,,RJ-24-BC-3966,DRV580,,RJ24BC3966,,2026-07-09 00:23:00
TRP003093,MANDI044,WH-South,25/02/2026 05:59,2026-02-25T14:17:52,8.3,357.3 KM,,,,,,,
TRP006225,MANDI026,WH-South,2026-03-25 05:32:44,03-25-2026 06:44 PM,13.2,560.7,km,PB 73 DF 5036,DRV863,560.7,PB73DF5036,,
TRP004557,MANDI048,WH-West,28/03/2026,29/03/2026 08:22,9.2,443.7,km,HR 54 BC 2198,DRV618,443.7,HR54BC2198,,
TRP007285,MANDI050,WH-North,2026-05-02 20:35:03,2026-05-03 08:59:03,12.4,733.8,km,PB 23 BC 4526,,733.8,PB23BC4526,,
TRP004324,MANDI014,WH-South,18/08/2026 02:57,18-Aug-2026 16:51:00,13.9,759.5,km,UP-20-AB-8679,DRV842,759.5,UP20AB8679,,
TRP006009,MANDI033,Export-Terminal,07-20-2026 01:36 PM,21/07/2026 10:12,20.6,1034.9,km,,DRV687,1034.9,,,
TRP005818,MANDI011,Export-Terminal,15-May-2026 17:31:43,05-16-2026 10:19 AM,16.8,497.2832113,miles,DL-90-AB-5097,DRV166,800.297763273542,DL90AB5097,,
TRP001405,MANDI055,WH-South,16-Mar-2026 16:32:04,17/03/2026 09:56,17.4,901.3,km,RJ-92-BC-1670,DRV744,901.3,RJ92BC1670,,
TRP003196,MANDI001,WH-Central,05/04/2026 07:20,2026-04-05 14:50:43,7.5,420.9,km,HR 70 AB 3253,DRV496,420.9,HR70AB3253,,
TRP005614,MANDI010,WH-South,04-20-2026 12:05 AM,20/04/2026 20:23,20.3,997.6,km,HR-95-AB-9160,,997.6,HR95AB9160,,
TRP000970,MANDI014,Export-Terminal,2026-04-05 04:37:57,04-05-2026 12:01 PM,7.4,351.1,km,,DRV386,351.1,,,
TRP003735,MANDI022,WH-East,2026-06-06 20:09:15,06-06-2026 10:33 PM,2.4,113.8,km,PB-76-DF-4162,DRV641,113.8,PB76DF4162,,
TRP000926,MANDI057,Export-Terminal,29/07/2026,30-Jul-2026 01:09:49,20.9,889.4,km,hr 31-DF-7447,,889.4,HR31DF7447,,
TRP004726,MANDI010,WH-South,15/07/2026 17:54,2026-07-15 22:36:16,4.7,225.9,km,,,225.9,,,
TRP009851,MANDI055,Export-Terminal,27/07/2026 21:39,2026-07-28 02:09:46,4.5,117.3148448,miles,UP-57-CD-9457,DRV263,188.799472330432,UP57CD9457,,
TRP002852,MANDI057,WH-Central,24/03/2026 12:04,2026-03-25T11:16:12,23.2,1288.9,km,PB-99-CD-5093,DRV695,1288.9,PB99CD5093,,
TRP008590,MANDI001,WH-Central,05/01/2026,05/01/2026,2.1,89.8,km,UP 75 CD 6739,DRV596,89.8,UP75CD6739,,
TRP005664,MANDI048,WH-West,2026-05-30 03:58:56,,5.4,305.4,km,UP 27 CD 4498,DRV598,305.4,UP27CD4498,,
TRP006689,MANDI006,WH-Central,2026-05-26T04:14:21,27-May-2026 02:14:21,22.0,1007.0,km,PB10-DF-3410,DRV785,1007.0,PB10DF3410,2026-05-26 04:14:21,
TRP009223,MANDI045,WH-North,07-03-2026 12:09 PM,,10.7,473.8,km,DL74-BC-5239,DRV786,473.8,DL74BC5239,,
TRP008330,MANDI014,WH-North,11/02/2026 06:23,11/02/2026,10.9,448.3,km,UP88-DF-1057,DRV806,448.3,UP88DF1057,,
TRP004472,MANDI056,WH-Central,22/04/2026,23/04/2026 14:18,16.2,728.9,km,PB-35-CD-7025,DRV444,728.9,PB35CD7025,,
TRP008753,MANDI038,WH-North,2026-04-16T18:01:43,17/04/2026,15.8,925.6,km,DL-95-DF-5023,DRV732,925.6,DL95DF5023,2026-04-16 18:01:43,
TRP004349,MANDI005,WH-North,2026-07-01 16:31:52,2026-07-02T11:01:52,18.5,1066.3,km,PB 35 BC 4788,DRV147,1066.3,PB35BC4788,,
TRP008374,MANDI024,WH-Central,27-Apr-2026 19:25:16,2026-04-27 22:49:16,3.4,183.4,km,PB64-DF-4835,DRV831,183.4,PB64DF4835,,
TRP003627,MANDI044,WH-South,2026-04-17T07:23:36,04-17-2026 11:59 AM,4.6,208.3,km,pb 99-AB-3568,DRV346,208.3,PB99AB3568,2026-04-17 07:23:36,
TRP001790,MANDI050,WH-South,01-24-2026 02:57 PM,25/01/2026,20.1,1193.5,km,hr 89-CD-9328,DRV692,1193.5,HR89CD9328,,
TRP008627,MANDI052,WH-West,2026-09-01 08:53:51,02-Sep-2026 08:11:51,23.3,1233.4,km,DL50-BC-7062,DRV795,1233.4,DL50BC7062,,
TRP002060,MANDI047,WH-West,2026-03-09 11:41:12,10/03/2026,17.7,774.7,km,hr 53-CD-9820,DRV282,774.7,HR53CD9820,,
TRP007572,MANDI020,WH-South,13-Mar-2026 05:36:19,13-Mar-2026 15:18:19,9.7,580.8 KM,,HR-18-AB-4854,DRV402,,HR18AB4854,,
TRP005160,MANDI047,WH-Central,23/01/2026,2026-01-23 15:26:23,8.4,397.4,km,RJ76-AB-1106,,397.4,RJ76AB1106,,
TRP004014,MANDI022,WH-East,20-Jul-2026 23:16:56,2026-07-21 07:10:56,7.9,449.6 KM,,UP-13-DF-9037,DRV710,,UP13DF9037,,
TRP001903,MANDI049,WH-East,2026-08-28 01:48:29,2026-08-28T07:54:29,6.1,315.0,km,up 46-DF-3514,,315.0,UP46DF3514,,
TRP004687,MANDI006,WH-South,07-03-2026 12:36 AM,03/07/2026 03:12,2.6,111.7,km,,DRV829,111.7,,,2026-03-07 03:12:00
TRP008845,MANDI052,Export-Terminal,02-Mar-2026 08:50:53,02/03/2026 23:56,15.1,642.6 KM,,PB75-DF-4517,DRV394,,PB75DF4517,,2026-02-03 23:56:00
TRP004923,MANDI017,WH-East,2026-07-15T09:00:49,2026-07-16T08:30:49,23.5,983.3,km,up 21-DF-1590,DRV608,983.3,UP21DF1590,2026-07-15 09:00:49,
TRP007542,MANDI007,WH-North,02/05/2026,02/05/2026 21:01,,314.6,km,PB84-DF-4495,DRV335,314.6,PB84DF4495,,2026-02-05 21:01:00
TRP000076,MANDI056,WH-West,2026-01-30 06:46:45,2026-01-31T03:34:45,20.8,1009.3 KM,,,DRV823,,,,
TRP002346,MANDI054,WH-West,2026-07-16 03:27:22,2026-07-16T10:51:22,7.4,354.7,km,HR-74-DF-6204,DRV426,354.7,HR74DF6204,,
TRP007255,MANDI039,Export-Terminal,23-Apr-2026 20:25:37,2026-04-24 20:01:37,23.6,1278.5,km,UP-43-BC-7122,DRV574,1278.5,UP43BC7122,,
TRP000431,MANDI033,WH-Central,2026-06-22T14:30:06,,6.3,298.5,km,UP 57 BC 8744,DRV275,298.5,UP57BC8744,2026-06-22 14:30:06,
TRP004587,MANDI030,WH-North,28/08/2026 04:05,2026-08-28T14:59:15,10.9,621.2,km,PB-75-DF-2357,DRV178,621.2,PB75DF2357,,
TRP005513,MANDI057,WH-West,2026-07-31T14:30:46,2026-07-31 20:24:46,5.9,241.3,km,UP-91-DF-2486,DRV298,241.3,UP91DF2486,2026-07-31 14:30:46,
TRP005136,MANDI032,WH-Central,13-Jul-2026 07:29:42,13-Jul-2026 10:59:42,,186.3,km,DL 80 DF 6482,DRV307,186.3,DL80DF6482,,
TRP008807,MANDI024,WH-West,2026-07-27 06:53:01,07-27-2026 09:29 PM,14.6,624.5,km,RJ-17-DF-6928,DRV111,624.5,RJ17DF6928,,
TRP007812,MANDI005,WH-East,27/03/2026,03-28-2026 12:11 AM,11.8,551.8,km,RJ42-DF-1234,DRV474,551.8,RJ42DF1234,,
TRP001554,MANDI008,WH-South,24-Feb-2026 23:41:38,25/02/2026,13.0,702.0,km,DL-75-AB-6422,DRV515,702.0,DL75AB6422,,
TRP000241,MANDI018,WH-North,2026-06-25T03:36:06,2026-06-25T09:36:06,,282.6,km,rj 38-DF-1166,DRV429,282.6,RJ38DF1166,2026-06-25 03:36:06,
TRP000784,MANDI048,WH-Central,25/07/2026 16:50,2026-07-25 22:14:29,,287.6,km,DL-72-CD-8753,DRV179,287.6,DL72CD8753,,
TRP000978,MANDI032,WH-West,26/06/2026 02:10,26/06/2026,19.0,892.1,km,,DRV471,892.1,,,
TRP004906,MANDI017,WH-South,2026-02-11 06:14:35,11-Feb-2026 18:14:35,12.0,493.2,km,,DRV235,493.2,,,
TRP002942,MANDI057,WH-North,20/08/2026,2026-08-20 20:11:28,4.4,244.0,km,hr 59-BC-5859,DRV905,244.0,HR59BC5859,,
TRP005875,MANDI049,WH-West,05-10-2026 08:51 PM,05-11-2026 12:57 PM,16.1,802.2,km,PB 13 AB 5002,DRV865,802.2,PB13AB5002,,
TRP008425,MANDI027,WH-West,04-25-2026 03:08 AM,2026-04-25 14:20:45,11.2,494.2,km,HR 67 AB 6866,DRV270,494.2,HR67AB6866,,
TRP009141,MANDI050,Export-Terminal,2026-01-18T19:03:36,2026-01-19 07:33:36,12.5,565.1,km,PB-53-BC-9097,DRV902,565.1,PB53BC9097,2026-01-18 19:03:36,
TRP001621,MANDI018,WH-Central,02/04/2026 03:20,02-Apr-2026 11:26:31,8.1,274.0867481,miles,UP64-BC-6207,DRV645,441.09876718725405,UP64BC6207,,
TRP002147,MANDI052,WH-Central,24/03/2026 11:01,25-Mar-2026 04:07:00,17.1,1005.9,km,DL-51-BC-5056,DRV466,1005.9,DL51BC5056,,
TRP001802,MANDI057,WH-North,10/03/2026,2026-03-11T19:09:34,22.5,573.0904733,miles,HR-12-CD-2201,DRV228,922.297422300622,HR12CD2201,,
TRP002096,MANDI057,WH-West,08-11-2026 03:23 PM,2026-08-11 17:59:52,2.6,127.2,km,rj 95-BC-1581,DRV343,127.2,RJ95BC1581,,
TRP005736,MANDI047,WH-South,2026-02-19T10:47:08,2026-02-20 06:41:08,19.9,1027.0,km,DL-18-CD-3345,DRV883,1027.0,DL18CD3345,2026-02-19 10:47:08,
TRP001358,MANDI049,Export-Terminal,2026-06-19 15:05:16,2026-06-20 09:53:16,18.8,535.0625681,miles,HR-12-BC-1463,DRV418,861.097593346054,HR12BC1463,,
TRP006597,MANDI004,WH-West,05-17-2026 06:48 PM,2026-05-18 07:48:27,13.0,611.9,km,,DRV581,611.9,,,
TRP008702,MANDI014,Export-Terminal,2026-05-02T01:33:25,,22.7,936.9,km,RJ-58-CD-4636,DRV958,936.9,RJ58CD4636,2026-05-02 01:33:25,
TRP006560,MANDI038,WH-East,2026-09-06T13:32:01,07/09/2026,21.5,1048.3,km,,DRV993,1048.3,,2026-09-06 13:32:01,
TRP009122,MANDI006,WH-Central,16/01/2026 09:56,01-17-2026 09:20 AM,23.4,952.2,km,PB-91-DF-4084,DRV304,952.2,PB91DF4084,,
TRP005943,MANDI050,WH-North,2026-02-08 14:24:46,02-08-2026 11:18 PM,8.9,377.0,km,DL 19 AB 9987,DRV822,377.0,DL19AB9987,,
TRP001610,MANDI056,WH-North,2026-04-23T13:58:02,,22.2,927.4,km,RJ 20 DF 9208,DRV101,927.4,RJ20DF9208,2026-04-23 13:58:02,
TRP003097,MANDI033,WH-South,2026-03-18T10:56:19,19-Mar-2026 10:50:19,,1271.1,km,RJ63-CD-6851,,1271.1,RJ63CD6851,2026-03-18 10:56:19,
TRP007793,MANDI037,WH-North,12-Jul-2026 22:30:55,,,1327.9,km,UP-66-BC-7855,,1327.9,UP66BC7855,,
TRP002416,MANDI002,WH-North,04-21-2026 07:41 AM,2026-04-22T04:29:22,20.8,1008.5,km,UP-60-DF-3494,DRV151,1008.5,UP60DF3494,,
TRP002018,MANDI020,WH-North,2026-05-13T13:50:42,14-May-2026 10:20:42,20.5,1130.7,km,UP-11-AB-7790,,1130.7,UP11AB7790,2026-05-13 13:50:42,
TRP006561,MANDI002,WH-West,2026-07-31 04:17:30,31-Jul-2026 17:53:30,13.6,624.5,km,PB-58-AB-4791,DRV411,624.5,PB58AB4791,,
TRP004126,MANDI049,WH-East,21/07/2026 08:00,,4.6,252.7,km,RJ-32-BC-7536,DRV597,252.7,RJ32BC7536,,
TRP003247,MANDI034,WH-East,2026-02-10 23:50:53,11-Feb-2026 14:32:53,14.7,487.6519608,miles,pb 52-BC-3731,DRV601,784.797806593872,PB52BC3731,,
TRP000125,MANDI033,WH-East,02-20-2026 06:11 PM,21/02/2026,16.4,758.4,km,RJ-10-AB-7307,DRV922,758.4,RJ10AB7307,,
TRP007008,MANDI006,WH-East,05/05/2026 22:05,2026-05-06 16:29:25,18.4,582.0382157,miles,UP 32 AB 9770,DRV274,936.6973820546381,UP32AB9770,,
TRP009711,MANDI001,WH-Central,12/03/2026,13-Mar-2026 01:59:45,10.2,467.7,km,RJ 34 CD 3603,DRV220,467.7,RJ34CD3603,,
TRP005803,MANDI045,WH-Central,2026-09-04 16:03:37,05-Sep-2026 09:21:37,17.3,534.6897455,miles,,,860.4975950229699,,,
TRP008118,MANDI011,WH-North,09-Jul-2026 22:27:42,2026-07-10 06:57:42,,480.4,km,pb 60-DF-2214,DRV838,480.4,PB60DF2214,,
TRP009524,MANDI037,WH-South,28/01/2026 04:41,01-29-2026 04:05 AM,23.4,1044.5,km,RJ33-CD-9848,DRV883,1044.5,RJ33CD9848,,
TRP003342,MANDI046,WH-East,12/01/2026 12:19,2026-01-13 07:37:57,19.3,1043.0,km,pb 20-AB-8097,DRV487,1043.0,PB20AB8097,,
TRP000599,MANDI038,WH-East,01/05/2026 12:21,05-01-2026 09:03 PM,8.7,431.9 KM,,hr 73-DF-5935,DRV566,,HR73DF5935,,
TRP002124,MANDI037,WH-East,05/03/2026 13:44,06/03/2026,11.1,494.2,km,pb 27-AB-3421,DRV480,494.2,PB27AB3421,,
TRP007725,MANDI055,WH-West,2026-06-07T02:19:26,08-Jun-2026 00:49:26,22.5,1255.2 KM,,PB 29 DF 3527,DRV403,,PB29DF3527,2026-06-07 02:19:26,
TRP009193,MANDI014,WH-North,2026-03-15 13:42:57,2026-03-16T02:48:57,13.1,730.6,km,PB 37 AB 2463,,730.6,PB37AB2463,,
TRP002198,MANDI015,WH-North,22-Jan-2026 14:13:19,01-23-2026 07:43 AM,17.5,870.8,km,dl 63-CD-4262,DRV289,870.8,DL63CD4262,,
TRP004052,MANDI018,WH-West,13/07/2026 11:45,07-13-2026 02:45 PM,3.0,167.9,km,rj 78-DF-7391,DRV658,167.9,RJ78DF7391,,
TRP009708,MANDI013,WH-East,11/01/2026 01:28,11-Jan-2026 13:34:49,12.1,683.5,km,PB-35-BC-7136,DRV651,683.5,PB35BC7136,,
TRP003363,MANDI022,WH-East,07-25-2026 08:50 PM,07-26-2026 07:20 PM,22.5,1348.8,km,RJ 15 CD 6880,,1348.8,RJ15CD6880,,
TRP007468,MANDI043,Export-Terminal,2026-03-19 08:24:04,19-Mar-2026 14:24:04,6.0,297.0,km,UP-46-DF-1166,DRV983,297.0,UP46DF1166,,
TRP000726,MANDI007,WH-Central,02-22-2026 04:15 AM,2026-02-23 00:51:23,20.6,1225.6,km,PB58-CD-4648,DRV451,1225.6,PB58CD4648,,
TRP000979,MANDI014,WH-North,22/08/2026 09:20,2026-08-22T11:56:10,2.6,141.4,km,rj 55-BC-2255,DRV645,141.4,RJ55BC2255,,
TRP001476,MANDI036,WH-South,03/04/2026,04-03-2026 11:49 PM,21.4,930.0,km,DL-20-BC-1702,DRV709,930.0,DL20BC1702,,
TRP007485,MANDI014,WH-East,03-Mar-2026 08:21:54,03/03/2026 12:33,4.2,170.1,km,pb 65-CD-5939,DRV128,170.1,PB65CD5939,,2026-03-03 12:33:00
TRP004907,MANDI042,WH-North,2026-02-03T22:48:10,,6.2,302.0,km,DL 74 CD 1573,DRV918,302.0,DL74CD1573,2026-02-03 22:48:10,
TRP007024,MANDI045,WH-West,07-18-2026 12:15 AM,2026-07-18 20:27:25,20.2,922.5 KM,,RJ83-BC-6731,DRV534,,RJ83BC6731,,
TRP009400,MANDI011,WH-East,2026-02-01 22:52:35,02-Feb-2026 06:46:35,,401.8,km,UP-76-DF-7143,,401.8,UP76DF7143,,
TRP004931,MANDI057,WH-North,2026-01-23T06:02:56,2026-01-23 10:44:56,4.7,266.8,km,rj 11-BC-1082,DRV977,266.8,RJ11BC1082,2026-01-23 06:02:56,
TRP003963,MANDI035,Export-Terminal,27/07/2026 15:09,2026-07-28T13:27:18,22.3,1309.2,km,RJ-68-CD-9201,DRV262,1309.2,RJ68CD9201,,
TRP009975,MANDI014,WH-North,29/07/2026 16:14,2026-07-29T23:32:09,7.3,364.8,km,,DRV134,364.8,,,
TRP005359,MANDI022,WH-North,17-May-2026 05:31:31,18/05/2026 04:37,,927.3,km,RJ-10-AB-1922,DRV249,927.3,RJ10AB1922,,
TRP001236,MANDI009,WH-Central,02-22-2026 07:04 PM,2026-02-22T22:40:21,,213.4,km,UP18-AB-2612,DRV274,213.4,UP18AB2612,,
TRP001226,MANDI026,WH-South,01-05-2026 09:45 AM,2026-01-05 14:09:41,4.4,188.2,km,RJ-99-DF-4785,DRV375,188.2,RJ99DF4785,,
TRP001765,MANDI006,WH-North,05/01/2026 10:51,,8.7,470.1,km,RJ-90-AB-8219,,470.1,RJ90AB8219,,
TRP006841,MANDI037,WH-Central,31/08/2026 13:02,2026-08-31 15:08:40,2.1,116.3,km,UP-30-AB-8209,DRV318,116.3,UP30AB8209,,
TRP007107,MANDI046,WH-Central,2026-02-25T05:20:04,25/02/2026 18:56,13.6,342.3132839,miles,RJ72-CD-1797,DRV496,550.898460311626,RJ72CD1797,2026-02-25 05:20:04,
TRP005564,MANDI030,WH-South,27/03/2026 09:25,28/03/2026 01:31,16.1,836.2,km,rj 51-AB-2980,,836.2,RJ51AB2980,,
TRP003218,MANDI039,WH-North,13/02/2026 15:01,02-14-2026 03:25 AM,,595.4,km,hr 72-DF-7739,DRV301,595.4,HR72DF7739,,
TRP000288,MANDI009,Export-Terminal,05-Apr-2026 14:23:27,2026-04-06T02:53:27,12.5,718.8,km,rj 18-CD-8523,DRV540,718.8,RJ18CD8523,,
TRP005488,MANDI032,Export-Terminal,13-Feb-2026 19:47:31,14-Feb-2026 16:53:31,21.1,1162.6,km,RJ49-DF-8835,DRV836,1162.6,RJ49DF8835,,
TRP002967,MANDI002,WH-East,2026-07-22 07:07:00,07-23-2026 01:31 AM,18.4,635.9732185,miles,DL90-BC-1002,DRV742,1023.4971394607901,DL90BC1002,,
TRP003165,MANDI027,WH-Central,2026-03-23T20:06:02,2026-03-24T02:54:02,6.8,398.8,km,HR 86 DF 6075,DRV244,398.8,HR86DF6075,2026-03-23 20:06:02,
TRP009854,MANDI053,WH-Central,10/01/2026 11:28,2026-01-10 15:28:12,4.0,226.0 KM,,DL25-AB-5909,DRV282,,DL25AB5909,,
TRP009246,MANDI025,Export-Terminal,2026-03-12T22:41:54,13/03/2026,,325.3498556,miles,UP-47-DF-9800,DRV375,523.598536611304,UP47DF9800,2026-03-12 22:41:54,
TRP001658,MANDI007,Export-Terminal,2026-06-05T11:05:05,06-Jun-2026 10:41:05,23.6,1036.5 KM,,up 29-CD-9633,,,UP29CD9633,2026-06-05 11:05:05,
TRP001976,MANDI018,Export-Terminal,2026-04-29T19:22:16,30/04/2026,16.1,879.2,km,PB 80 BC 7624,DRV230,879.2,PB80BC7624,2026-04-29 19:22:16,
TRP000453,MANDI016,WH-East,02-19-2026 03:43 AM,19/02/2026 17:31,13.8,727.9,km,UP 99 AB 6246,DRV345,727.9,UP99AB6246,,
TRP002711,MANDI027,WH-Central,15/08/2026 15:20,2026-08-16 10:56:25,19.6,889.2 KM,,PB-99-AB-6910,DRV418,,PB99AB6910,,
TRP005126,MANDI020,WH-Central,12-Mar-2026 08:58:33,13/03/2026,20.8,1237.7,km,,DRV951,1237.7,,,
TRP003682,MANDI027,WH-West,2026-04-25 14:24:43,2026-04-26 08:54:43,,841.1,km,RJ-29-DF-5795,DRV629,841.1,RJ29DF5795,,
TRP000423,MANDI017,WH-West,2026-05-09 09:21:00,2026-05-09T11:45:00,2.4,70.0285117,miles,HR49-DF-2168,DRV568,112.699685019278,HR49DF2168,,
TRP006596,MANDI043,Export-Terminal,31/03/2026 00:28,31/03/2026 12:16,11.8,637.4,km,,,637.4,,,
TRP000658,MANDI006,Export-Terminal,2026-02-05 00:11:22,05-Feb-2026 20:35:22,,1045.6,km,PB-71-DF-1133,DRV629,1045.6,PB71DF1133,,
TRP003302,MANDI042,WH-East,2026-07-27 10:30:33,27/07/2026 16:54,6.4,185.2928322,miles,,DRV357,298.19916657274797,,,
TRP006373,MANDI003,WH-North,25-Mar-2026 12:49:16,26-Mar-2026 07:07:16,18.3,974.2,km,UP84-AB-9428,DRV570,974.2,UP84AB9428,,
TRP006555,MANDI053,WH-East,2026-07-07 08:14:40,08-Jul-2026 05:56:40,21.7,1174.8,km,PB 88 AB 7945,,1174.8,PB88AB7945,,
TRP008157,MANDI029,WH-North,2026-01-17T20:07:34,2026-01-18 14:49:34,18.7,845.0,km,,DRV322,845.0,,2026-01-17 20:07:34,
