sensor_id,timestamp,temperature,temp_unit,rainfall,rain_unit,humidity_percent,timestamp_clean,timestamp_ist,date_clean,temp_celsius,rain_mm
SEN009,2026-01-28 05:37:38 IST,76.6,Fahrenheit,1.72,inches,94.0,,2026-01-28 05:37:38,2026-01-28,24.777777777777775,43.687999999999995
SEN019,2026-07-02 12:28:01 IST,17.3,c,49.1,millimeters,32.0,,2026-07-02 12:28:01,2026-07-02,17.3,49.1
SEN040,2026-06-04 16:35:11 IST,22.0°C,,-8.8,mm,61.0,,2026-06-04 16:35:11,2026-06-04,22.0°C,-8.8
SEN025,2026-01-05 23:13:32 UTC,86.4,Fahrenheit,24.2,MM,35.0,,2026-01-06 04:43:32,2026-01-06,30.22222222222222,24.2
SEN010,2026-07-08 19:37:28 IST,19,°C,8.7,mm,35.0,,2026-07-08 19:37:28,2026-07-08,19,8.7
SEN030,07-26-2026 08:00 PM,16.2,c,16.0,mm,91.0,,2026-07-26 20:00:00,2026-07-26,16.2,16.0
SEN016,2026-03-06 02:30:58 IST,71.8,°F,,,52.0,,2026-03-06 02:30:58,2026-03-06,22.11111111111111,
SEN010,2026-04-12 21:04:46 UTC,16.1°C,,0.88,in,,,2026-04-13 02:34:46,2026-04-13,16.1°C,22.352
SEN027,2026-02-07 22:17:37 IST,77.4,F,16.5,millimeters,33.0,,2026-02-07 22:17:37,2026-02-07,25.222222222222225,16.5
SEN034,05/04/2026,85.1,Fahrenheit,21.1,MM,47.0,2026-04-05,2026-05-04 00:00:00,2026-05-04,29.5,21.1
SEN047,05-09-2026 09:29 PM,23.8°C,,,,48.0,,2026-05-09 21:29:00,2026-05-09,23.8°C,
UNKNOWN,25/06/2026 04:33,35.9°C,,20.3,MM,51.0,,2026-06-25 04:33:00,2026-06-25,35.9°C,20.3
SEN050,2026-06-11 19:10:18 IST,38.1,Celsius,4.0,millimeters,,,2026-06-11 19:10:18,2026-06-11,38.1,4.0
SEN046,2026-01-02 02:34:38 UTC,38.6,C,36.8,mm,50.0,,2026-01-02 08:04:38,2026-01-02,38.6,36.8
SEN032,2026-03-13 23:06:04 IST,89.1,Fahrenheit,10.9,MM,66.0,,2026-03-13 23:06:04,2026-03-13,31.72222222222222,10.9
SEN012,2026-03-10 23:15:23 IST,39.4°C,,0.67,inch,32.0,,2026-03-10 23:15:23,2026-03-10,39.4°C,17.018
SEN010,2026-06-29 19:54:47 IST,75.4,f,45.0,MM,32.0,,2026-06-29 19:54:47,2026-06-29,24.111111111111114,45.0
SEN026,2026-03-15 06:51:14 IST,61.5,Fahrenheit,39.7,millimeters,80.0,,2026-03-15 06:51:14,2026-03-15,16.38888888888889,39.7
SEN029,2026-07-31 08:43:27 IST,36,C,1.23,inches,43.0,,2026-07-31 08:43:27,2026-07-31,36,31.241999999999997
SEN046,2026-05-29 06:58:19 UTC,30.6,°C,48.5,MM,,,2026-05-29 12:28:19,2026-05-29,30.6,48.5
SEN022,2026-01-14T08:27:50,16.9,c,,,41.0,,2026-01-14 08:27:50,2026-01-14,16.9,
SEN044,2026-04-26T16:09:16,17,c,3.5,MM,83.0,,2026-04-26 16:09:16,2026-04-26,17,3.5
SEN047,2026-07-25 07:03:48 UTC,24.1°C,,0.33,in,77.0,,2026-07-25 12:33:48,2026-07-25,24.1°C,8.382
SEN048,01/07/2026 12:02,82.4,°F,-25.4,mm,36.0,,2026-01-07 12:02:00,2026-01-07,28.000000000000004,-25.4
SEN005,2026-02-08 20:53:20 IST,38.4°C,,30.7,millimeters,66.0,,2026-02-08 20:53:20,2026-02-08,38.4°C,30.7
SEN023,2026-05-29 12:53:33 UTC,67.5,F,0.72,in,80.0,,2026-05-29 18:23:33,2026-05-29,19.72222222222222,18.287999999999997
SEN038,2026-06-21 05:49:39 UTC,102.2,Fahrenheit,43.5,MM,,,2026-06-21 11:19:39,2026-06-21,39.0,43.5
SEN020,2026-09-07 17:57:45 IST,75.7,°F,1.33,in,58.0,,2026-09-07 17:57:45,2026-09-07,24.27777777777778,33.782
SEN014,2026-06-05 19:16:20 IST,65.8,F,5.0,MM,36.0,,2026-06-05 19:16:20,2026-06-05,18.77777777777778,5.0
SEN038,2026-07-15T22:51:38,21.8,°C,0.1,in,30.0,,2026-07-15 22:51:38,2026-07-15,21.8,2.54
SEN005,2026-09-01 12:32:17 UTC,38.2°C,,0.7,mm,83.0,,2026-09-01 18:02:17,2026-09-01,38.2°C,0.7
SEN050,2026-02-20 17:57:53 IST,69.4,f,19.2,MM,59.0,,2026-02-20 17:57:53,2026-02-20,20.777777777777782,19.2
SEN046,2026-08-24 00:49:55 IST,37.7°C,,-48.6,mm,52.0,,2026-08-24 00:49:55,2026-08-24,37.7°C,-48.6
SEN043,2026-01-19 18:17:56 IST,90.1,Fahrenheit,1.0,mm,51.0,,2026-01-19 18:17:56,2026-01-19,32.27777777777778,1.0
SEN049,2026-06-16 18:48:33 IST,24.5°C,,30.5,mm,36.0,,2026-06-16 18:48:33,2026-06-16,24.5°C,30.5
SEN004,2026-09-03 16:03:26 UTC,17.2,Celsius,44.5,mm,92.0,,2026-09-03 21:33:26,2026-09-03,17.2,44.5
SEN028,2026-01-04 08:43:21 IST,23.4,C,31.3,mm,34.0,,2026-01-04 08:43:21,2026-01-04,23.4,31.3
SEN041,2026-01-31 13:08:27 IST,16.8,Celsius,-45.2,mm,50.0,,2026-01-31 13:08:27,2026-01-31,16.8,-45.2
SEN034,2026-04-27 08:16:15 IST,22.2°C,,0.98,inch,77.0,,2026-04-27 08:16:15,2026-04-27,22.2°C,24.892
SEN027,2026-08-14 21:39:39 UTC,26.9,c,0.13,inches,53.0,,2026-08-15 03:09:39,2026-08-15,26.9,3.302
SEN042,2026-05-19 13:27:22 IST,19.8°C,,0.46,inch,67.0,,2026-05-19 13:27:22,2026-05-19,19.8°C,11.684
SEN009,2026-03-07 22:01:24 UTC,18.6,c,12.9,millimeters,67.0,,2026-03-08 03:31:24,2026-03-08,18.6,12.9
SEN029,2026-06-18 15:50:56 IST,24.3,c,31.5,millimeters,55.0,,2026-06-18 15:50:56,2026-06-18,24.3,31.5
SEN035,2026-09-04 17:56:27 IST,20.6,c,0.57,in,37.0,,2026-09-04 17:56:27,2026-09-04,20.6,14.477999999999998
SEN003,2026-06-26 15:50:53 IST,20.7,c,49.9,mm,78.0,,2026-06-26 15:50:53,2026-06-26,20.7,49.9
SEN005,2026-04-23 17:12:56 UTC,16.3,C,48.3,MM,,,2026-04-23 22:42:56,2026-04-23,16.3,48.3
SEN041,2026-02-21 21:14:00 IST,70,F,-16.7,mm,68.0,,2026-02-21 21:14:00,2026-02-21,21.11111111111111,-16.7
SEN005,2026-01-11 10:33:20 UTC,17.9,°C,0.56,inch,62.0,,2026-01-11 16:03:20,2026-01-11,17.9,14.224
SEN007,2026-01-31 15:06:50 IST,28.1,°C,26.1,mm,81.0,,2026-01-31 15:06:50,2026-01-31,28.1,26.1
SEN004,31/07/2026 08:32,38.4,C,42.1,MM,30.0,,2026-07-31 08:32:00,2026-07-31,38.4,42.1
SEN041,2026-08-22 12:18:32 UTC,16.6,Celsius,0.56,inches,34.0,,2026-08-22 17:48:32,2026-08-22,16.6,14.224
SEN043,2026-06-20 04:35:03 UTC,72.9,Fahrenheit,45.9,mm,34.0,,2026-06-20 10:05:03,2026-06-20,22.722222222222225,45.9
SEN013,2026-04-25 06:29:47 IST,90.9,°F,35.9,millimeters,86.0,,2026-04-25 06:29:47,2026-04-25,32.72222222222222,35.9
SEN024,22-Jun-2026 04:41:44,36,Celsius,,,35.0,,2026-06-22 04:41:44,2026-06-22,36,
SEN012,2026-03-19 07:17:58 UTC,35.6,c,47.1,MM,48.0,,2026-03-19 12:47:58,2026-03-19,35.6,47.1
SEN014,26/03/2026,27.5,c,39.5,MM,37.0,2026-03-26,2026-03-26 00:00:00,2026-03-26,27.5,39.5
SEN031,2026-07-19 15:57:30,75.2,f,1.2,in,41.0,,2026-07-19 15:57:30,2026-07-19,24.0,30.479999999999997
SEN004,2026-04-21 18:39:58 UTC,24,Celsius,36.6,mm,,,2026-04-22 00:09:58,2026-04-22,24,36.6
UNKNOWN,2026-02-04 13:32:03 IST,30,°C,-8.6,mm,58.0,,2026-02-04 13:32:03,2026-02-04,30,-8.6
SEN017,2026-08-23 02:12:42 IST,70.5,°F,43.1,millimeters,83.0,,2026-08-23 02:12:42,2026-08-23,21.38888888888889,43.1
SEN047,2026-07-31 09:08:44 IST,68.2,f,16.4,MM,35.0,,2026-07-31 09:08:44,2026-07-31,20.11111111111111,16.4
SEN035,01-09-2026 04:28 PM,34.8°C,,48.8,MM,64.0,,2026-01-09 16:28:00,2026-01-09,34.8°C,48.8
SEN043,2026-03-30 15:02:38 IST,34.1,°C,0.47,inches,74.0,,2026-03-30 15:02:38,2026-03-30,34.1,11.937999999999999
SEN047,2026-05-30 23:23:06 IST,31.5,°C,39.1,MM,73.0,,2026-05-30 23:23:06,2026-05-30,31.5,39.1
SEN037,2026-02-08 02:56:20 IST,30.8,°C,1.69,inch,62.0,,2026-02-08 02:56:20,2026-02-08,30.8,42.925999999999995
SEN038,2026-05-31 07:51:41 UTC,79.2,F,-2.9,mm,,,2026-05-31 13:21:41,2026-05-31,26.22222222222222,-2.9
SEN010,2026-05-13 02:41:03 IST,27.2,°C,1.28,inch,30.0,,2026-05-13 02:41:03,2026-05-13,27.2,32.512
SEN006,2026-03-17 21:57:56 UTC,103.1,Fahrenheit,1.19,inch,32.0,,2026-03-18 03:27:56,2026-03-18,39.5,30.225999999999996
SEN027,2026-08-26 19:37:59 IST,35.7,Celsius,11.4,millimeters,70.0,,2026-08-26 19:37:59,2026-08-26,35.7,11.4
SEN045,2026-01-27 12:27:17 IST,18.1,Celsius,1.69,in,62.0,,2026-01-27 12:27:17,2026-01-27,18.1,42.925999999999995
SEN033,2026-08-08 00:20:20 IST,59.9,Fahrenheit,-21.2,mm,73.0,,2026-08-08 00:20:20,2026-08-08,15.5,-21.2
SEN037,2026-05-24 10:44:06 UTC,77.7,°F,19.3,millimeters,73.0,,2026-05-24 16:14:06,2026-05-24,25.38888888888889,19.3
SEN015,2026-01-04 03:44:12 IST,28.7,Celsius,31.4,MM,,,2026-01-04 03:44:12,2026-01-04,28.7,31.4
SEN046,2026-07-12 17:52:49 UTC,91,Fahrenheit,17.7,mm,62.0,,2026-07-12 23:22:49,2026-07-12,32.77777777777778,17.7
SEN042,2026-07-24 06:05:40 IST,87.8,F,0.09,inches,49.0,,2026-07-24 06:05:40,2026-07-24,31.0,2.2859999999999996
SEN047,2026-05-29 08:13:38 UTC,29.9,°C,18.5,millimeters,,,2026-05-29 13:43:38,2026-05-29,29.9,18.5
SEN034,2026-03-21 08:38:56 IST,37,c,,,53.0,,2026-03-21 08:38:56,2026-03-21,37,
SEN008,2026-09-06 22:53:17 IST,35.8,C,38.5,millimeters,68.0,,2026-09-06 22:53:17,2026-09-06,35.8,38.5
SEN031,2026-08-23 09:56:13 UTC,60.4,Fahrenheit,-5.6,mm,57.0,,2026-08-23 15:26:13,2026-08-23,15.777777777777779,-5.6
SEN024,2026-03-15 00:50:53 UTC,21.5,C,7.3,mm,45.0,,2026-03-15 06:20:53,2026-03-15,21.5,7.3
SEN028,2026-01-13 00:28:55 IST,90.9,Fahrenheit,46.4,mm,59.0,,2026-01-13 00:28:55,2026-01-13,32.72222222222222,46.4
SEN048,2026-02-09 14:26:21 UTC,76.5,F,19.1,mm,88.0,,2026-02-09 19:56:21,2026-02-09,24.72222222222222,19.1
UNKNOWN,15/06/2026 04:41,75.9,F,0.5,inch,93.0,,2026-06-15 04:41:00,2026-06-15,24.388888888888893,12.7
SEN004,2026-07-24 23:51:49 UTC,38.8,Celsius,25.6,MM,47.0,,2026-07-25 05:21:49,2026-07-25,38.8,25.6
SEN041,2026-07-18 13:37:50 UTC,69.3,°F,10.7,millimeters,46.0,,2026-07-18 19:07:50,2026-07-18,20.72222222222222,10.7
SEN022,07-18-2026 03:35 PM,92.5,f,1.26,inch,66.0,,2026-07-18 15:35:00,2026-07-18,33.611111111111114,32.004
SEN035,2026-04-01T08:23:55,19.5,c,38.6,mm,49.0,,2026-04-01 08:23:55,2026-04-01,19.5,38.6
SEN033,02-27-2026 06:13 PM,22.8,c,6.7,mm,95.0,,2026-02-27 18:13:00,2026-02-27,22.8,6.7
SEN003,2026-03-12 01:11:53 IST,86.5,Fahrenheit,-15.3,mm,59.0,,2026-03-12 01:11:53,2026-03-12,30.27777777777778,-15.3
SEN018,2026-02-23 13:56:38 UTC,24.9,C,-41.8,mm,31.0,,2026-02-23 19:26:38,2026-02-23,24.9,-41.8
SEN017,2026-02-24 17:14:51 UTC,61.2,F,1.24,inches,54.0,,2026-02-24 22:44:51,2026-02-24,16.22222222222222,31.496
SEN049,2026-05-19 01:21:00 IST,37.6°C,,0.12,in,52.0,,2026-05-19 01:21:00,2026-05-19,37.6°C,3.0479999999999996
SEN041,2026-03-02 15:54:28 IST,19.3°C,,26.9,millimeters,81.0,,2026-03-02 15:54:28,2026-03-02,19.3°C,26.9
SEN013,12-Jun-2026 01:22:33,15.8°C,,-14.7,mm,53.0,,2026-06-12 01:22:33,2026-06-12,15.8°C,-14.7
SEN043,2026-08-03 21:10:20 UTC,73.4,°F,27.5,MM,37.0,,2026-08-04 02:40:20,2026-08-04,23.000000000000004,27.5
SEN050,2026-07-25T07:21:20,60.1,f,49.8,millimeters,,,2026-07-25 07:21:20,2026-07-25,15.61111111111111,49.8
SEN043,15-May-2026 07:05:29,81.3,f,0.02,inches,91.0,,2026-05-15 07:05:29,2026-05-15,27.38888888888889,0.508
SEN024,2026-02-01 10:35:12 IST,34.2,Celsius,37.9,mm,63.0,,2026-02-01 10:35:12,2026-02-01,34.2,37.9
SEN036,2026-06-30 09:02:55 IST,17.9,c,1.3,in,51.0,,2026-06-30 09:02:55,2026-06-30,17.9,33.019999999999996
SEN037,2026-08-06 13:30:25,75.2,f,1.35,inch,61.0,,2026-08-06 13:30:25,2026-08-06,24.0,34.29
SEN031,2026-03-16 16:30:48 IST,36.2,°C,1.28,in,69.0,,2026-03-16 16:30:48,2026-03-16,36.2,32.512
SEN014,2026-08-17 05:43:20 IST,27.4°C,,19.7,millimeters,55.0,,2026-08-17 05:43:20,2026-08-17,27.4°C,19.7
SEN030,2026-04-18 02:06:45 UTC,38.2,Celsius,46.6,millimeters,31.0,,2026-04-18 07:36:45,2026-04-18,38.2,46.6
SEN050,2026-04-22 15:02:58 IST,33.8,c,0.78,inch,82.0,,2026-04-22 15:02:58,2026-04-22,33.8,19.812
SEN006,2026-03-11 14:17:59 IST,97.9,Fahrenheit,18.3,MM,47.0,,2026-03-11 14:17:59,2026-03-11,36.611111111111114,18.3
SEN033,2026-04-28 14:30:25 UTC,19.9,°C,16.6,millimeters,68.0,,2026-04-28 20:00:25,2026-04-28,19.9,16.6
SEN005,2026-05-05 11:28:10 IST,24.5,Celsius,17.3,MM,62.0,,2026-05-05 11:28:10,2026-05-05,24.5,17.3
SEN014,2026-06-30 21:02:18 UTC,70.3,Fahrenheit,1.17,inch,33.0,,2026-07-01 02:32:18,2026-07-01,21.27777777777778,29.717999999999996
SEN016,2026-04-28 02:53:46 IST,32.9,°C,3.6,millimeters,,,2026-04-28 02:53:46,2026-04-28,32.9,3.6
SEN002,11-Apr-2026 21:17:34,95.2,f,2.7,MM,50.0,,2026-04-11 21:17:34,2026-04-11,35.111111111111114,2.7
SEN028,2026-05-09 02:24:03 UTC,24.3°C,,32.4,millimeters,59.0,,2026-05-09 07:54:03,2026-05-09,24.3°C,32.4
SEN042,2026-08-11 11:04:38 UTC,23.6°C,,1.37,in,80.0,,2026-08-11 16:34:38,2026-08-11,23.6°C,34.798
SEN023,2026-07-14 01:10:17 IST,100.2,f,0.09,inches,32.0,,2026-07-14 01:10:17,2026-07-14,37.888888888888886,2.2859999999999996
SEN033,2026-08-16 19:59:35 IST,68.5,F,24.4,mm,53.0,,2026-08-16 19:59:35,2026-08-16,20.27777777777778,24.4
UNKNOWN,2026-04-03 05:36:39 UTC,27.1,°C,28.9,MM,91.0,,2026-04-03 11:06:39,2026-04-03,27.1,28.9
SEN018,2026-04-16 19:28:35,22.1,C,45.7,mm,50.0,,2026-04-16 19:28:35,2026-04-16,22.1,45.7
SEN037,2026-03-05 01:31:09 IST,63.1,Fahrenheit,0.05,inch,38.0,,2026-03-05 01:31:09,2026-03-05,17.27777777777778,1.27
SEN031,2026-07-02 01:12:07 UTC,31.4,°C,1.76,inches,46.0,,2026-07-02 06:42:07,2026-07-02,31.4,44.704
SEN005,03-01-2026 08:16 PM,39.4,Celsius,35.2,MM,93.0,,2026-03-01 20:16:00,2026-03-01,39.4,35.2
SEN027,2026-01-22 22:26:04 IST,75,Fahrenheit,0.56,in,,,2026-01-22 22:26:04,2026-01-22,23.88888888888889,14.224
SEN028,2026-07-05 21:16:37,27.5°C,,,,53.0,,2026-07-05 21:16:37,2026-07-05,27.5°C,
SEN003,2026-01-13 03:00:19 IST,23.3,Celsius,,,,,2026-01-13 03:00:19,2026-01-13,23.3,
SEN033,2026-08-02 19:54:01 IST,80.4,Fahrenheit,31.8,mm,83.0,,2026-08-02 19:54:01,2026-08-02,26.888888888888893,31.8
SEN007,2026-04-03 21:25:26 UTC,25.1°C,,0.67,inches,61.0,,2026-04-04 02:55:26,2026-04-04,25.1°C,17.018
SEN043,2026-08-14 05:52:16 UTC,74.7,Fahrenheit,49.7,millimeters,53.0,,2026-08-14 11:22:16,2026-08-14,23.72222222222222,49.7
SEN050,2026-04-17 16:23:26 IST,59.9,°F,23.5,millimeters,,,2026-04-17 16:23:26,2026-04-17,15.5,23.5
SEN029,2025-12-31 21:49:13 UTC,69.6,Fahrenheit,-22.4,mm,54.0,,2026-01-01 03:19:13,2026-01-01,20.888888888888886,-22.4
SEN019,08-21-2026 08:09 PM,28.3,c,38.7,millimeters,93.0,,2026-08-21 20:09:00,2026-08-21,28.3,38.7
UNKNOWN,2026-01-31 17:02:20 IST,34.7,C,0.52,inch,82.0,,2026-01-31 17:02:20,2026-01-31,34.7,13.208
SEN015,2026-08-23 23:13:37 IST,17.7°C,,22.7,mm,,,2026-08-23 23:13:37,2026-08-23,17.7°C,22.7
SEN003,2026-09-05 11:58:10 UTC,94.3,f,0.6,MM,65.0,,2026-09-05 17:28:10,2026-09-05,34.611111111111114,0.6
SEN042,2026-01-29 21:10:29 IST,31.4,Celsius,0.94,inch,,,2026-01-29 21:10:29,2026-01-29,31.4,23.875999999999998
SEN004,2026-03-14 00:18:08 IST,95,f,23.8,mm,43.0,,2026-03-14 00:18:08,2026-03-14,35.0,23.8
SEN016,2026-08-25 07:29:49 IST,78.1,Fahrenheit,45.9,MM,85.0,,2026-08-25 07:29:49,2026-08-25,25.611111111111107,45.9
SEN009,08-27-2026 06:23 PM,34.4,c,37.2,MM,73.0,,2026-08-27 18:23:00,2026-08-27,34.4,37.2
SEN004,2026-03-03 12:23:07 UTC,63.7,°F,4.7,MM,46.0,,2026-03-03 17:53:07,2026-03-03,17.61111111111111,4.7
SEN022,2026-07-17 07:43:53 UTC,15.4,Celsius,20.5,millimeters,64.0,,2026-07-17 13:13:53,2026-07-17,15.4,20.5
SEN012,2026-03-05T04:39:45,19.5,Celsius,,,89.0,,2026-03-05 04:39:45,2026-03-05,19.5,
SEN035,2026-03-23 21:10:44 IST,38.1,Celsius,21.0,millimeters,77.0,,2026-03-23 21:10:44,2026-03-23,38.1,21.0
SEN005,2026-08-10 21:29:43 IST,87.6,f,22.7,mm,86.0,,2026-08-10 21:29:43,2026-08-10,30.88888888888889,22.7
SEN019,2026-06-22 01:45:11 UTC,34.3,c,33.8,millimeters,77.0,,2026-06-22 07:15:11,2026-06-22,34.3,33.8
SEN022,2026-07-04 16:17:15 IST,83.3,°F,0.29,inch,58.0,,2026-07-04 16:17:15,2026-07-04,28.5,7.365999999999999
SEN021,2026-04-26 14:23:25 IST,66.6,°F,28.9,millimeters,,,2026-04-26 14:23:25,2026-04-26,19.222222222222218,28.9
SEN006,16/06/2026 16:34,36.8,C,8.1,mm,88.0,,2026-06-16 16:34:00,2026-06-16,36.8,8.1
SEN024,2026-02-23 08:05:30 UTC,28.1,C,47.4,millimeters,93.0,,2026-02-23 13:35:30,2026-02-23,28.1,47.4
SEN010,2026-02-03 07:05:09 IST,21.6,C,0.57,in,67.0,,2026-02-03 07:05:09,2026-02-03,21.6,14.477999999999998
SEN007,2026-05-27 22:17:01 IST,23.1°C,,0.31,inch,77.0,,2026-05-27 22:17:01,2026-05-27,23.1°C,7.874
SEN043,2026-07-12 06:39:17 IST,25.5°C,,0.93,inches,82.0,,2026-07-12 06:39:17,2026-07-12,25.5°C,23.622
SEN014,2026-02-21 00:58:29 UTC,101.8,f,0.96,in,85.0,,2026-02-21 06:28:29,2026-02-21,38.77777777777778,24.383999999999997
SEN038,2026-08-12 00:26:04 UTC,96.6,Fahrenheit,1.37,inch,53.0,,2026-08-12 05:56:04,2026-08-12,35.888888888888886,34.798
SEN028,2026-07-19 17:14:03 IST,19.5,C,1.2,in,42.0,,2026-07-19 17:14:03,2026-07-19,19.5,30.479999999999997
SEN010,2026-08-31 08:13:07 UTC,99.7,Fahrenheit,6.5,MM,67.0,,2026-08-31 13:43:07,2026-08-31,37.611111111111114,6.5
SEN007,2026-06-21 11:00:10 IST,27.3,°C,23.1,MM,,,2026-06-21 11:00:10,2026-06-21,27.3,23.1
SEN024,2026-07-05 23:20:39 UTC,17,°C,19.0,MM,92.0,,2026-07-06 04:50:39,2026-07-06,17,19.0
SEN048,2026-06-29 04:14:30 IST,17.5,°C,34.6,millimeters,36.0,,2026-06-29 04:14:30,2026-06-29,17.5,34.6
SEN032,2026-04-20 15:09:16 IST,98.2,Fahrenheit,36.2,MM,75.0,,2026-04-20 15:09:16,2026-04-20,36.77777777777778,36.2
SEN010,2026-02-24T21:57:10,102,°F,21.8,MM,95.0,,2026-02-24 21:57:10,2026-02-24,38.888888888888886,21.8
SEN004,2026-08-13 05:30:01 UTC,37.9,c,,,60.0,,2026-08-13 11:00:01,2026-08-13,37.9,
SEN021,2026-05-28 01:53:25 UTC,17.7°C,,8.8,mm,44.0,,2026-05-28 07:23:25,2026-05-28,17.7°C,8.8
SEN003,2026-02-19 10:11:16 UTC,29.7,c,19.8,MM,68.0,,2026-02-19 15:41:16,2026-02-19,29.7,19.8
SEN030,2026-08-21 11:12:59 UTC,28,Celsius,45.3,MM,47.0,,2026-08-21 16:42:59,2026-08-21,28,45.3
SEN047,28/05/2026,64,°F,-25.2,mm,60.0,2026-05-28,2026-05-28 00:00:00,2026-05-28,17.77777777777778,-25.2
SEN012,2026-04-04 18:08:16 IST,94.3,°F,38.9,MM,63.0,,2026-04-04 18:08:16,2026-04-04,34.611111111111114,38.9
UNKNOWN,2026-05-26 13:32:55,28.3°C,,0.38,inches,80.0,,2026-05-26 13:32:55,2026-05-26,28.3°C,9.652
SEN041,2026-04-12 04:43:02 IST,93.6,f,3.0,mm,68.0,,2026-04-12 04:43:02,2026-04-12,34.22222222222222,3.0
SEN038,18-Feb-2026 12:52:17,72.3,°F,44.4,mm,43.0,,2026-02-18 12:52:17,2026-02-18,22.38888888888889,44.4
SEN003,2026-04-22 07:54:33 UTC,18.0°C,,-47.1,mm,67.0,,2026-04-22 13:24:33,2026-04-22,18.0°C,-47.1
SEN004,2026-07-07 00:38:41 UTC,32.6,°C,44.0,mm,63.0,,2026-07-07 06:08:41,2026-07-07,32.6,44.0
SEN036,2026-02-14 00:02:15 UTC,78.1,Fahrenheit,38.0,mm,49.0,,2026-02-14 05:32:15,2026-02-14,25.611111111111107,38.0
SEN026,2026-04-26 23:10:48 UTC,103.3,f,49.7,millimeters,93.0,,2026-04-27 04:40:48,2026-04-27,39.611111111111114,49.7
SEN035,2026-08-01 18:30:21 UTC,17.3,c,0.4,inch,,,2026-08-02 00:00:21,2026-08-02,17.3,10.16
SEN040,2026-09-09 18:08:15 UTC,75.9,F,22.1,millimeters,37.0,,2026-09-09 23:38:15,2026-09-09,24.388888888888893,22.1
SEN005,2026-04-27 12:25:32 UTC,82.4,°F,-14.1,mm,93.0,,2026-04-27 17:55:32,2026-04-27,28.000000000000004,-14.1
SEN020,2026-01-20 18:19:44 UTC,39.3,C,0.78,inches,51.0,,2026-01-20 23:49:44,2026-01-20,39.3,19.812
SEN030,2026-01-26 04:31:13 UTC,33.4,c,2.4,MM,32.0,,2026-01-26 10:01:13,2026-01-26,33.4,2.4
SEN027,2026-08-31 01:26:45 UTC,36.2,Celsius,28.1,millimeters,30.0,,2026-08-31 06:56:45,2026-08-31,36.2,28.1
SEN033,2026-01-27 06:07:18 UTC,24.7,Celsius,-37.8,mm,33.0,,2026-01-27 11:37:18,2026-01-27,24.7,-37.8
SEN050,2026-05-24 19:01:20 UTC,39.8,°C,0.92,in,45.0,,2026-05-25 00:31:20,2026-05-25,39.8,23.368
SEN044,2026-04-29 10:13:16 UTC,103.6,°F,18.5,millimeters,,,2026-04-29 15:43:16,2026-04-29,39.77777777777778,18.5
SEN016,2026-08-04 19:13:51 UTC,38.9,°C,46.7,millimeters,57.0,,2026-08-05 00:43:51,2026-08-05,38.9,46.7
SEN037,2026-07-15 14:58:35 UTC,26.2,C,43.3,MM,33.0,,2026-07-15 20:28:35,2026-07-15,26.2,43.3
SEN041,2026-04-06 23:58:36 IST,30.5°C,,9.6,mm,32.0,,2026-04-06 23:58:36,2026-04-06,30.5°C,9.6
SEN026,2026-05-10 03:05:25 UTC,19.3,Celsius,,,39.0,,2026-05-10 08:35:25,2026-05-10,19.3,
SEN039,03-13-2026 03:58 AM,28.3°C,,0.3,millimeters,30.0,,2026-03-13 03:58:00,2026-03-13,28.3°C,0.3
SEN012,2026-05-07 08:54:29,86.5,Fahrenheit,36.9,millimeters,53.0,,2026-05-07 08:54:29,2026-05-07,30.27777777777778,36.9
SEN022,2026-03-01 12:37:04 UTC,102,°F,29.6,millimeters,56.0,,2026-03-01 18:07:04,2026-03-01,38.888888888888886,29.6
SEN035,2026-01-15 01:59:10 IST,88.5,F,48.5,mm,,,2026-01-15 01:59:10,2026-01-15,31.38888888888889,48.5
SEN025,2026-01-04 23:45:03 UTC,27.9,C,48.1,MM,41.0,,2026-01-05 05:15:03,2026-01-05,27.9,48.1
SEN036,07-Mar-2026 00:57:52,15.7,c,21.2,mm,,,2026-03-07 00:57:52,2026-03-07,15.7,21.2
SEN026,2026-04-03 08:15:07 UTC,28.2,Celsius,,,74.0,,2026-04-03 13:45:07,2026-04-03,28.2,
SEN013,2026-02-07 06:26:25 UTC,18.1°C,,,,53.0,,2026-02-07 11:56:25,2026-02-07,18.1°C,
SEN004,2026-05-10T01:55:24,82,F,1.59,in,90.0,,2026-05-10 01:55:24,2026-05-10,27.77777777777778,40.386
SEN032,2026-08-22 01:23:31 IST,69.8,Fahrenheit,34.8,mm,52.0,,2026-08-22 01:23:31,2026-08-22,21.0,34.8
SEN037,2026-02-28 20:01:09 IST,31.1,°C,4.9,MM,30.0,,2026-02-28 20:01:09,2026-02-28,31.1,4.9
SEN023,2026-05-16 22:37:27 UTC,79.5,F,4.4,millimeters,94.0,,2026-05-17 04:07:27,2026-05-17,26.38888888888889,4.4
SEN012,2026-01-06 19:57:56 UTC,85.5,f,2.7,MM,58.0,,2026-01-07 01:27:56,2026-01-07,29.72222222222222,2.7
SEN037,2026-06-14 14:03:54 UTC,36.2,c,42.0,MM,64.0,,2026-06-14 19:33:54,2026-06-14,36.2,42.0
SEN030,2026-05-08 06:33:27 IST,17.9,°C,-9.7,mm,57.0,,2026-05-08 06:33:27,2026-05-08,17.9,-9.7
