arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count,crop_name_clean,date_clean,quantity_quintals
ARR0001097,2026/05/24,MANDI057,चावल,Local,16688.0,kg,134.0,Rice,2026-05-24,166.88
ARR0012703,20-May-2026,MANDI052,wheat,Pusa-1121,4462.0,KG,15.0,Wheat,2026-05-20,44.62
ARR0004555,2026-04-10,MANDI040,Maize,HD-2967,40016.0,KGS,84.0,Maize,2026-10-04,400.16
ARR0007811,2026/09/06,MANDI005,WHEAT,Pusa-1121,494.92,quintal,75.0,Wheat,2026-06-09,494.92
ARR0021394,20.04.2026,MANDI013,Rice,HD-2967,161.87,Quintals,17.0,Rice,2026-04-20,161.87
ARR0013889,2026-08-29,MANDI010,corn,Premium,48135.0,kg,53.0,Maize,2026-08-29,481.35
ARR0010666,2026-07-10,MANDI043,कपास,Pusa-1121,44.53,T,72.0,Cotton,2026-10-07,445.3
ARR0003372,24.01.2026,MANDI035,Makki,HD-2967,15.612,Tonnes,29.0,Maize,2026-01-24,156.12
ARR0022932,10.03.2026,MANDI008,sugarcane,Pusa-1121,10.294,MT,142.0,Sugarcane,2026-03-10,102.94
ARR0015759,12-Feb-2026,MANDI026,Corn,,37352.0,Kgs,76.0,Maize,2026-02-12,373.52
ARR0023780,08-15-2026,MANDI024,mustard,Local,34.977999999999994,MT,,Mustard,2026-08-15,349.78
ARR0006832,2026/08/03,MANDI014,धान,,40.025,T,26.0,Rice,2026-03-08,400.25
ARR0024165,01-May-2026,MANDI005,WHEAT,HD-2967,-310.58,Qtl,147.0,Wheat,2026-05-01,-310.58
ARR0017211,06/01/2026,MANDI044,Gehun,PBW-343,7394.0,KGS,121.0,Wheat,2026-01-06,73.94
ARR0021344,20/08/2026,MANDI028,चावल,,-115.42,Qtl,117.0,Rice,2026-08-20,-115.42
ARR0020011,14/07/2026,MANDI001,Makki,Local,9067.0,Kilo,13.0,Maize,2026-07-14,90.67
ARR0010480,26-May-2026,MANDI057,mustard,HD-2967,33663.0,KG,141.0,Mustard,2026-05-26,336.63
ARR0021460,2026-01-12,MANDI051,कपास,Local,21073.0,kg,39.0,Cotton,2026-12-01,210.73
ARR0021216,2026/08/26,MANDI050,Mustard,PBW-343,38185.0,Kilo,24.0,Mustard,2026-08-26,381.85
ARR0014429,22-Jul-2026,MANDI032,गेहूं,PBW-343,38.351,tonnes,46.0,Wheat,2026-07-22,383.51
ARR0005762,05-Mar-2026,MANDI021,mustard,HD-2967,4167.0,Kgs,11.0,Mustard,2026-03-05,41.67
ARR0022847,02/02/2026,MANDI038,Ganne,Pusa-1121,397.0,quintal,144.0,Sugarcane,2026-02-02,397.0
ARR0000549,09.08.2026,MANDI040,Narma,Premium,33.344,MT,101.0,Cotton,2026-08-09,333.44
ARR0013292,28-May-2026,MANDI019,Mustard,Pusa-1121,38977.0,Kgs,99.0,Mustard,2026-05-28,389.77
ARR0019339,22.05.2026,MANDI033,Sugarcane,Hybrid,39599.0,Kgs,,Sugarcane,2026-05-22,395.99
ARR0022252,06.08.2026,MANDI053,Sarso,Pusa-1121,433.94,quintal,22.0,Mustard,2026-08-06,433.94
ARR0009320,27.06.2026,MANDI009,Cotton,Pusa-1121,-165.72,KG,138.0,Cotton,2026-06-27,-1.6572
ARR0003945,2026-04-24,MANDI004,Kanak,PBW-343,39681.0,Kgs,12.0,Wheat,2026-04-24,396.81
ARR0013899,03-Aug-2026,MANDI034,wheat,Premium,384.06,Qtl,80.0,Wheat,2026-08-03,384.06
ARR0004309,2026-08-22,MANDI018,mustard,PBW-343,453.75,Quintals,123.0,Mustard,2026-08-22,453.75
ARR0011433,04-Apr-2026,MANDI002,Narma,,15.413,Tonnes,130.0,Cotton,2026-04-04,154.13
ARR0005870,15.01.2026,MANDI043,Kanak,Hybrid,179.71,Quintals,13.0,Wheat,2026-01-15,179.71
ARR0023464,19/08/2026,MANDI026,गेहूं,Local,44.33,tonnes,35.0,Wheat,2026-08-19,443.29999999999995
ARR0024155,23.07.2026,MANDI005,गेहूं,,-495.73,Qtl,127.0,Wheat,2026-07-23,-495.73
ARR0012933,13-Mar-2026,MANDI031,Maize,Premium,39589.0,kg,123.0,Maize,2026-03-13,395.89
ARR0000449,2026/08/20,MANDI030,mustard,Local,41.973,T,124.0,Mustard,2026-08-20,419.73
ARR0021451,2026/02/24,MANDI057,Ganna,Premium,198.57,Quintals,95.0,Sugarcane,2026-02-24,198.57
ARR0022472,25-Feb-2026,MANDI029,corn,Premium,151.03,qtl,79.0,Maize,2026-02-25,151.03
ARR0009365,2026/06/02,MANDI043,Maize,PBW-343,-403.15,KG,58.0,Maize,2026-02-06,-4.031499999999999
ARR0007536,2026-01-21,MANDI015,कपास,PBW-343,41.429,T,24.0,Cotton,2026-01-21,414.29
ARR0007366,17/07/2026,MANDI004,Gehun,Hybrid,27.903,T,120.0,Wheat,2026-07-17,279.03
ARR0016529,14.07.2026,MANDI048,Corn,Premium,12.706999999999999,tonnes,124.0,Maize,2026-07-14,127.07000000000001
ARR0022022,24.02.2026,MANDI049,Mustard,Hybrid,380.13,Quintals,102.0,Mustard,2026-02-24,380.13
ARR0004408,02-24-2026,MANDI003,गन्ना,Local,97.05,Qtl,27.0,Sugarcane,2026-02-24,97.05
ARR0001800,14.03.2026,MANDI009,Kanak,Hybrid,6805.0,Kgs,30.0,Wheat,2026-03-14,68.05
ARR0012822,05-23-2026,MANDI038,Kapas,Premium,3559.0000000000005,kg,103.0,Cotton,2026-05-23,35.59
ARR0002388,2026-08-23,MANDI057,wheat,Local,24.676,Tonnes,139.0,Wheat,2026-08-23,246.76
ARR0003035,2026-04-07,MANDI052,Narma,Premium,25.38,Quintals,77.0,Cotton,2026-07-04,25.38
ARR0005649,05-29-2026,MANDI024,Ganna,PBW-343,-255.83,KG,80.0,Sugarcane,2026-05-29,-2.5583
ARR0017866,25.02.2026,MANDI010,Sarso,PBW-343,293.51,Quintals,13.0,Mustard,2026-02-25,293.51
ARR0022611,08-11-2026,MANDI005,गन्ना,Premium,49.087,MT,116.0,Sugarcane,2026-11-08,490.87
ARR0007001,2026/03/06,MANDI040,wheat,Local,13.678999999999998,MT,23.0,Wheat,2026-06-03,136.79
ARR0018689,03-26-2026,MANDI026,गेहूं,Hybrid,45.858999999999995,MT,,Wheat,2026-03-26,458.5899999999999
ARR0014706,14-Apr-2026,MANDI039,धान,Premium,149.2,quintal,126.0,Rice,2026-04-14,149.2
ARR0022568,19.05.2026,MANDI011,Makka,,38463.0,Kilo,56.0,Maize,2026-05-19,384.63
ARR0007817,2026/01/20,MANDI033,Ganne,HD-2967,-383.7,Qtl,20.0,Sugarcane,2026-01-20,-383.7
ARR0008132,08-13-2026,MANDI036,Makka,Hybrid,442.81,qtl,,Maize,2026-08-13,442.81
ARR0005759,24-May-2026,MANDI035,wheat,Local,46512.0,kg,98.0,Wheat,2026-05-24,465.12
ARR0004289,05-19-2026,MANDI047,Ganne,HD-2967,113.15,Q,19.0,Sugarcane,2026-05-19,113.15
ARR0006696,2026-07-12,MANDI047,Ganne,Hybrid,36084.0,Kgs,52.0,Sugarcane,2026-12-07,360.84
ARR0017932,2026-05-31,MANDI012,cotton,Hybrid,219.82,quintal,,Cotton,2026-05-31,219.82
ARR0021708,17.04.2026,MANDI025,गन्ना,Local,399.06,Quintals,,Sugarcane,2026-04-17,399.06
ARR0020581,2026-04-15,MANDI002,Ganna,Pusa-1121,12085.0,KGS,71.0,Sugarcane,2026-04-15,120.85
ARR0017799,2026-04-24,MANDI048,Cotton,Local,1028.0,Kgs,16.0,Cotton,2026-04-24,10.28
ARR0018102,06-26-2026,MANDI029,गेहूं,Hybrid,23360.0,KGS,102.0,Wheat,2026-06-26,233.6
ARR0003261,02/05/2026,MANDI041,Kanak,Hybrid,48256.0,KGS,42.0,Wheat,2026-05-02,482.56
ARR0011290,2026/06/10,MANDI042,कपास,,29769.0,Kilo,22.0,Cotton,2026-10-06,297.69
ARR0008274,03/02/2026,MANDI005,paddy,,359.06,Quintals,94.0,Rice,2026-02-03,359.06
ARR0020600,2026-03-11,MANDI013,कपास,Pusa-1121,5.33,T,32.0,Cotton,2026-11-03,53.3
ARR0024451,2026/08/25,MANDI012,sugarcane,Premium,74.41,Qtl,125.0,Sugarcane,2026-08-25,74.41
ARR0002841,20/08/2026,MANDI057,Maize,PBW-343,39.409,tonnes,39.0,Maize,2026-08-20,394.09
ARR0013370,11.01.2026,MANDI021,Dhaan,Hybrid,36876.0,Kgs,53.0,Rice,2026-01-11,368.76
ARR0002616,2026-06-08,MANDI049,Kanak,Local,49078.0,KGS,124.0,Wheat,2026-08-06,490.78
ARR0008370,31.07.2026,MANDI039,Mustard,PBW-343,155.15,Q,55.0,Mustard,2026-07-31,155.15
ARR0010610,2026-03-27,MANDI032,Paddy,,47643.0,KG,23.0,Rice,2026-03-27,476.43
ARR0008422,14/01/2026,MANDI028,Maize,,6503.0,KG,124.0,Maize,2026-01-14,65.03
ARR0003561,19/05/2026,MANDI039,Sarso,Hybrid,-375.47,Qtl,145.0,Mustard,2026-05-19,-375.47
ARR0004082,10.02.2026,MANDI057,Gehun,Local,-392.69,KG,20.0,Wheat,2026-02-10,-3.9269
ARR0001512,2026-07-14,MANDI006,Cotton,Pusa-1121,460.78,Q,59.0,Cotton,2026-07-14,460.78
ARR0016350,03.05.2026,MANDI049,गन्ना,,3.5780000000000003,MT,9.0,Sugarcane,2026-05-03,35.78
ARR0005859,2026/08/23,MANDI046,corn,Hybrid,28.01,quintal,88.0,Maize,2026-08-23,28.01
ARR0005282,2026-08-01,MANDI042,Sugarcane,,46.35,Qtl,,Sugarcane,2026-01-08,46.35
ARR0017852,02.04.2026,MANDI041,कपास,HD-2967,325.02,quintal,38.0,Cotton,2026-04-02,325.02
ARR0017438,02-17-2026,MANDI045,mustard,Premium,27.261000000000003,T,50.0,Mustard,2026-02-17,272.61
ARR0007216,19.08.2026,MANDI015,गेहूं,Local,35.83,MT,144.0,Wheat,2026-08-19,358.29999999999995
ARR0013925,04-20-2026,MANDI046,Kapas,Local,-246.99,KG,122.0,Cotton,2026-04-20,-2.4699
ARR0024496,20.08.2026,MANDI049,कपास,Premium,25456.0,KG,95.0,Cotton,2026-08-20,254.56
ARR0012901,2026/02/28,MANDI044,Kapas,,384.79,Q,114.0,Cotton,2026-02-28,384.79
ARR0000474,2026-08-17,MANDI019,Paddy,Local,26.477999999999998,tonnes,139.0,Rice,2026-08-17,264.78000000000003
ARR0013531,2026-08-30,MANDI048,Kanak,Local,25627.999999999996,kg,59.0,Wheat,2026-08-30,256.28
ARR0007022,01/08/2026,MANDI020,mustard,,190.99,Q,93.0,Mustard,2026-08-01,190.99
ARR0018866,17-Mar-2026,MANDI006,mustard,,30152.999999999996,KG,36.0,Mustard,2026-03-17,301.53
ARR0014322,25/03/2026,MANDI014,Sarson,Pusa-1121,15.580000000000002,T,22.0,Mustard,2026-03-25,155.8
ARR0008949,2026/03/27,MANDI021,Makka,,68.41,quintal,,Maize,2026-03-27,68.41
ARR0020441,2026/07/22,MANDI041,Wheat,,49284.0,kg,84.0,Wheat,2026-07-22,492.84
ARR0023551,01-27-2026,MANDI036,सरसों,Hybrid,248.18,quintal,121.0,Mustard,2026-01-27,248.18
ARR0005826,05.07.2026,MANDI002,Ganna,PBW-343,306.41,quintal,,Sugarcane,2026-07-05,306.41
ARR0015077,2026-08-06,MANDI025,Narma,PBW-343,5998.0,KG,110.0,Cotton,2026-06-08,59.98
ARR0007158,12.06.2026,MANDI013,Sarso,Premium,34485.0,KGS,145.0,Mustard,2026-06-12,344.85
ARR0011087,01-27-2026,MANDI037,sugarcane,Local,115.96,Quintals,21.0,Sugarcane,2026-01-27,115.96
ARR0019320,2026-03-12,MANDI047,चावल,Local,25592.0,KGS,116.0,Rice,2026-12-03,255.92
ARR0015591,05-Jan-2026,MANDI017,गन्ना,Hybrid,7.239,MT,38.0,Sugarcane,2026-01-05,72.39
ARR0010302,08.08.2026,MANDI025,cotton,PBW-343,8565.0,KG,66.0,Cotton,2026-08-08,85.65
ARR0015604,04-17-2026,MANDI038,चावल,Hybrid,28932.0,Kgs,,Rice,2026-04-17,289.32
ARR0016983,07/06/2026,MANDI012,Ganna,PBW-343,20465.0,Kgs,69.0,Sugarcane,2026-06-07,204.65
ARR0022832,01-Jan-2026,MANDI011,Sarso,PBW-343,-124.28,Qtl,71.0,Mustard,2026-01-01,-124.28
ARR0012312,2026-04-05,MANDI006,Chawal,PBW-343,194.12,Quintals,,Rice,2026-05-04,194.12
ARR0009670,02-12-2026,MANDI046,कपास,Premium,245.11,quintal,111.0,Cotton,2026-12-02,245.11
ARR0024604,03.04.2026,MANDI009,GEHUN,HD-2967,40527.0,Kilo,20.0,Wheat,2026-04-03,405.27
ARR0011953,05-15-2026,MANDI010,corn,Hybrid,-68.39,KG,109.0,Maize,2026-05-15,-0.6839
ARR0000300,18-Jan-2026,MANDI051,Narma,Hybrid,7.882,MT,53.0,Cotton,2026-01-18,78.82
ARR0000851,28.07.2026,MANDI001,Sarson,Pusa-1121,435.33,Qtl,102.0,Mustard,2026-07-28,435.33
ARR0010915,20/03/2026,MANDI054,Kapas,Pusa-1121,498.95,Qtl,143.0,Cotton,2026-03-20,498.95
ARR0012828,2026/03/01,MANDI044,mustard,Premium,21632.0,Kgs,111.0,Mustard,2026-01-03,216.32
ARR0002247,05-03-2026,MANDI051,Basmati,Premium,62.16,Quintals,29.0,Rice,2026-03-05,62.16
ARR0009801,2026-06-04,MANDI009,Cotton,,15804.0,Kilo,39.0,Cotton,2026-04-06,158.04
ARR0006384,23/07/2026,MANDI031,चावल,Pusa-1121,34.586,T,55.0,Rice,2026-07-23,345.86
ARR0006087,09.02.2026,MANDI054,wheat,,36636.0,kg,132.0,Wheat,2026-02-09,366.36
ARR0016234,09/04/2026,MANDI026,sugarcane,Local,41957.0,Kilo,53.0,Sugarcane,2026-04-09,419.57
ARR0000009,2026/08/14,MANDI045,सरसों,Pusa-1121,16790.0,kg,,Mustard,2026-08-14,167.9
ARR0019788,24.06.2026,MANDI004,Sarson,HD-2967,354.6,Q,,Mustard,2026-06-24,354.6
ARR0005368,04-15-2026,MANDI052,सरसों,,149.15,Quintals,62.0,Mustard,2026-04-15,149.15
ARR0021488,29-Jul-2026,MANDI003,Ganna,Pusa-1121,27.214,T,133.0,Sugarcane,2026-07-29,272.14
ARR0004041,09/05/2026,MANDI018,Rice,HD-2967,34.679,tonnes,,Rice,2026-05-09,346.79
ARR0024576,25/07/2026,MANDI034,Paddy,Hybrid,44.652,tonnes,66.0,Rice,2026-07-25,446.52
ARR0007792,2026-07-04,MANDI026,mustard,Hybrid,-183.88,Qtl,,Mustard,2026-04-07,-183.88
ARR0018422,2026-08-02,MANDI002,गेहूं,Premium,35424.0,kg,87.0,Wheat,2026-02-08,354.24
ARR0017629,03-06-2026,MANDI043,cotton,,38.144,tonnes,,Cotton,2026-06-03,381.44
ARR0011431,2026-08-21,MANDI015,mustard,HD-2967,319.23,Quintals,,Mustard,2026-08-21,319.23
ARR0018482,23-Jul-2026,MANDI043,sugarcane,Hybrid,39.525999999999996,MT,86.0,Sugarcane,2026-07-23,395.26000000000005
ARR0018931,02-Aug-2026,MANDI035,corn,Premium,169.26,Quintals,40.0,Maize,2026-08-02,169.26
ARR0020281,24-Jan-2026,MANDI029,Wheat,Pusa-1121,12.647,tonnes,5.0,Wheat,2026-01-24,126.47
ARR0014704,2026/06/11,MANDI001,GEHUN,Pusa-1121,47.11,Quintals,107.0,Wheat,2026-11-06,47.11
ARR0005102,16/03/2026,MANDI024,GEHUN,PBW-343,150.51,Qtl,140.0,Wheat,2026-03-16,150.51
ARR0020198,07.09.2026,MANDI046,paddy,Premium,259.98,qtl,106.0,Rice,2026-09-07,259.98
ARR0003098,2026/02/17,MANDI028,गन्ना,HD-2967,373.19,quintal,68.0,Sugarcane,2026-02-17,373.19
ARR0015459,2026/08/05,MANDI018,Kapas,PBW-343,357.27,Quintals,58.0,Cotton,2026-05-08,357.27
ARR0014082,24.06.2026,MANDI057,Narma,Pusa-1121,267.81,Q,,Cotton,2026-06-24,267.81
ARR0014584,31/01/2026,MANDI056,Mustard,Local,55.52,Qtl,48.0,Mustard,2026-01-31,55.52
ARR0017035,2026-01-08,MANDI027,Kanak,PBW-343,3769.0,Kgs,108.0,Wheat,2026-08-01,37.69
ARR0009573,2026-04-19,MANDI007,गन्ना,HD-2967,28.213,tonnes,107.0,Sugarcane,2026-04-19,282.13
ARR0016050,25.03.2026,MANDI048,Makki,Pusa-1121,13.328,tonnes,43.0,Maize,2026-03-25,133.28
ARR0003658,09-Feb-2026,MANDI038,गेहूं,Premium,21.094,Tonnes,135.0,Wheat,2026-02-09,210.94
ARR0009383,2026/04/02,MANDI010,Paddy,HD-2967,32208.0,kg,63.0,Rice,2026-02-04,322.08
ARR0018462,2026-08-21,MANDI043,Basmati,Local,48.97,T,59.0,Rice,2026-08-21,489.7
ARR0023762,18.07.2026,MANDI019,Wheat,Hybrid,190.41,Quintals,34.0,Wheat,2026-07-18,190.41
ARR0015555,2026-04-21,MANDI056,Ganna,Pusa-1121,76.81,Q,112.0,Sugarcane,2026-04-21,76.81
ARR0008982,11/02/2026,MANDI044,Sugarcane,Local,341.73,Q,84.0,Sugarcane,2026-02-11,341.73
ARR0022855,2026-01-29,MANDI032,Cotton,Local,46.03,MT,89.0,Cotton,2026-01-29,460.3
ARR0005974,29.08.2026,MANDI003,चावल,PBW-343,150.15,Quintals,29.0,Rice,2026-08-29,150.15
ARR0011316,2026/04/08,MANDI036,WHEAT,Local,189.84,Qtl,18.0,Wheat,2026-08-04,189.84
ARR0020468,2026-08-30,MANDI031,Ganna,PBW-343,36.403,tonnes,71.0,Sugarcane,2026-08-30,364.03
ARR0020780,28-Jan-2026,MANDI057,कपास,HD-2967,279.21,Q,23.0,Cotton,2026-01-28,279.21
ARR0018677,09-04-2026,MANDI053,corn,Local,-391.56,Qtl,,Maize,2026-04-09,-391.56
ARR0017113,28/08/2026,MANDI022,Basmati,Pusa-1121,468.45,Q,141.0,Rice,2026-08-28,468.45
ARR0005787,02.09.2026,MANDI050,Wheat,HD-2967,13.622,tonnes,85.0,Wheat,2026-09-02,136.22
ARR0008297,03-29-2026,MANDI016,चावल,Premium,20.579,tonnes,43.0,Rice,2026-03-29,205.79000000000002
ARR0015448,02-01-2026,MANDI015,Kapas,Local,188.14,quintal,58.0,Cotton,2026-01-02,188.14
ARR0018776,2026-04-04,MANDI048,WHEAT,,364.0,Quintals,,Wheat,2026-04-04,364.0
ARR0017991,2026/08/03,MANDI057,Sarson,Local,112.77,Q,85.0,Mustard,2026-03-08,112.77
ARR0017094,19/08/2026,MANDI033,Chawal,PBW-343,88.01,quintal,87.0,Rice,2026-08-19,88.01
ARR0019325,2026-06-10,MANDI047,mustard,Local,397.52,Quintals,120.0,Mustard,2026-10-06,397.52
ARR0003088,07-31-2026,MANDI017,Sugarcane,Local,46.757999999999996,T,117.0,Sugarcane,2026-07-31,467.58000000000004
ARR0013857,18.06.2026,MANDI018,sugarcane,Pusa-1121,300.56,qtl,96.0,Sugarcane,2026-06-18,300.56
ARR0017704,19.02.2026,MANDI038,paddy,Hybrid,152.46,quintal,80.0,Rice,2026-02-19,152.46
ARR0005432,04-17-2026,MANDI047,wheat,HD-2967,243.91,Q,113.0,Wheat,2026-04-17,243.91
ARR0010816,2026/08/13,MANDI010,Gehun,Local,39750.0,Kilo,112.0,Wheat,2026-08-13,397.5
ARR0015847,17/07/2026,MANDI022,मक्का,,427.42,Qtl,95.0,Maize,2026-07-17,427.42
ARR0022558,08-Aug-2026,MANDI034,wheat,Hybrid,26.570999999999998,MT,69.0,Wheat,2026-08-08,265.71000000000004
ARR0016784,05-09-2026,MANDI050,गन्ना,PBW-343,46841.0,Kilo,137.0,Sugarcane,2026-09-05,468.41
ARR0021314,18.04.2026,MANDI050,Corn,Local,34.378,T,10.0,Maize,2026-04-18,343.78
ARR0024218,26/06/2026,MANDI026,paddy,Premium,9.743,tonnes,62.0,Rice,2026-06-26,97.43
ARR0008456,07-18-2026,MANDI057,Corn,,21749.0,kg,,Maize,2026-07-18,217.49
ARR0010318,27-Aug-2026,MANDI045,सरसों,,299.56,quintal,63.0,Mustard,2026-08-27,299.56
ARR0018492,08/02/2026,MANDI049,Sugarcane,Local,288.87,quintal,16.0,Sugarcane,2026-02-08,288.87
ARR0005539,18.07.2026,MANDI029,मक्का,,19.722,MT,105.0,Maize,2026-07-18,197.22000000000003
ARR0000832,21-Mar-2026,MANDI055,Wheat,PBW-343,22.56,Q,38.0,Wheat,2026-03-21,22.56
ARR0016972,03.07.2026,MANDI001,Sugarcane,Local,215.32,Qtl,110.0,Sugarcane,2026-07-03,215.32
ARR0001929,02.08.2026,MANDI045,wheat,,39207.0,KG,21.0,Wheat,2026-08-02,392.07
ARR0001371,2026-03-17,MANDI043,sugarcane,Pusa-1121,-174.07,Qtl,80.0,Sugarcane,2026-03-17,-174.07
ARR0003091,2026-03-06,MANDI038,कपास,Premium,39845.0,Kilo,45.0,Cotton,2026-06-03,398.45
ARR0015672,07-03-2026,MANDI024,गन्ना,Premium,197.43,quintal,23.0,Sugarcane,2026-03-07,197.43
ARR0007991,2026-02-10,MANDI006,Sarson,,48.77,Quintals,20.0,Mustard,2026-10-02,48.77
,2026-01-27,MANDI002,Kanak,PBW-343,2.893,tonnes,40.0,Wheat,2026-01-27,28.93
ARR0012527,06-23-2026,MANDI056,मक्का,Pusa-1121,5842.0,Kgs,,Maize,2026-06-23,58.42
ARR0014809,05-14-2026,MANDI054,Ganne,HD-2967,20525.0,Kilo,83.0,Sugarcane,2026-05-14,205.25
ARR0009567,02-01-2026,MANDI003,गेहूं,Premium,41578.0,KG,102.0,Wheat,2026-01-02,415.78
ARR0001917,05.01.2026,MANDI044,GEHUN,,13106.0,KG,88.0,Wheat,2026-01-05,131.06
ARR0021332,28.04.2026,MANDI020,कपास,Pusa-1121,48056.0,KG,77.0,Cotton,2026-04-28,480.56
ARR0018798,26-Mar-2026,MANDI045,Makka,PBW-343,67.96,Q,10.0,Maize,2026-03-26,67.96
ARR0020736,2026/08/29,MANDI005,धान,Premium,35.187,MT,45.0,Rice,2026-08-29,351.87
ARR0012297,05.05.2026,MANDI019,Chawal,Pusa-1121,285.42,Quintals,143.0,Rice,2026-05-05,285.42
ARR0016102,09-Jul-2026,MANDI055,mustard,Local,237.61,Qtl,8.0,Mustard,2026-07-09,237.61
ARR0008690,2026-09-08,MANDI003,Sarso,Hybrid,49.208999999999996,MT,115.0,Mustard,2026-08-09,492.09000000000003
ARR0013161,22/02/2026,MANDI050,मक्का,PBW-343,197.29,quintal,85.0,Maize,2026-02-22,197.29
ARR0003620,23/07/2026,MANDI022,चावल,HD-2967,6.079,Tonnes,,Rice,2026-07-23,60.79
ARR0007426,01/03/2026,MANDI007,Sarson,Local,3.2479999999999998,Tonnes,14.0,Mustard,2026-03-01,32.480000000000004
ARR0005988,2026-07-15,MANDI046,Sarson,Premium,9.491,tonnes,77.0,Mustard,2026-07-15,94.91
ARR0017582,2026/09/02,MANDI050,Makka,,447.36,qtl,82.0,Maize,2026-02-09,447.36
ARR0008918,2026/02/21,MANDI003,Sugarcane,PBW-343,34.416000000000004,Tonnes,31.0,Sugarcane,2026-02-21,344.16
ARR0022109,17.07.2026,MANDI033,Kapas,Pusa-1121,31393.0,kg,77.0,Cotton,2026-07-17,313.93
,2026-08-18,MANDI014,Corn,Pusa-1121,15218.0,KGS,149.0,Maize,2026-08-18,152.18
ARR0001977,2026/08/29,MANDI039,Makka,,408.8,Quintals,80.0,Maize,2026-08-29,408.8
ARR0009635,16/02/2026,MANDI006,कपास,HD-2967,158.41,Quintals,47.0,Cotton,2026-02-16,158.41
ARR0014412,03-Jan-2026,MANDI020,Narma,Pusa-1121,-104.53,Qtl,116.0,Cotton,2026-01-03,-104.53
ARR0002310,10.06.2026,MANDI044,कपास,Local,244.74,Qtl,,Cotton,2026-06-10,244.74
ARR0003550,2026/06/06,MANDI006,paddy,HD-2967,21078.0,Kilo,83.0,Rice,2026-06-06,210.78
ARR0001767,24-Jul-2026,MANDI041,Makki,Local,233.53,qtl,130.0,Maize,2026-07-24,233.53
ARR0007151,23.01.2026,MANDI043,Cotton,PBW-343,7.678,Tonnes,63.0,Cotton,2026-01-23,76.78
ARR0017600,19/08/2026,MANDI005,Rice,Local,5702.0,KG,25.0,Rice,2026-08-19,57.02
ARR0015443,2026/02/16,MANDI030,cotton,Hybrid,41824.0,Kilo,66.0,Cotton,2026-02-16,418.24
ARR0023890,2026-02-27,MANDI030,corn,Local,49.312,Tonnes,127.0,Maize,2026-02-27,493.12
ARR0009681,30.04.2026,MANDI038,GEHUN,Local,25562.0,KGS,,Wheat,2026-04-30,255.62
,15/04/2026,MANDI020,कपास,Hybrid,28782.0,KGS,70.0,Cotton,2026-04-15,287.82
ARR0015714,2026-06-15,MANDI008,Ganne,Hybrid,483.25,qtl,6.0,Sugarcane,2026-06-15,483.25
ARR0005165,2026/08/03,MANDI049,Maize,Premium,49.567,tonnes,61.0,Maize,2026-03-08,495.67
ARR0018529,26/08/2026,MANDI008,Ganne,Pusa-1121,-266.94,KG,,Sugarcane,2026-08-26,-2.6694
ARR0014072,2026-01-06,MANDI023,WHEAT,,299.64,quintal,114.0,Wheat,2026-06-01,299.64
ARR0024396,30-Apr-2026,MANDI044,sugarcane,PBW-343,48496.0,KG,31.0,Sugarcane,2026-04-30,484.96
ARR0014097,2026-04-01,MANDI015,mustard,PBW-343,61.44,quintal,140.0,Mustard,2026-01-04,61.44
ARR0004639,27-Feb-2026,MANDI026,Maize,HD-2967,47161.0,Kilo,73.0,Maize,2026-02-27,471.61
ARR0013434,2026-09-09,MANDI006,सरसों,Pusa-1121,165.33,Q,31.0,Mustard,2026-09-09,165.33
ARR0009452,2026/02/25,MANDI007,GEHUN,Hybrid,32599.0,Kilo,,Wheat,2026-02-25,325.99
ARR0017186,18-Jun-2026,MANDI033,गेहूं,Local,-216.05,Qtl,59.0,Wheat,2026-06-18,-216.05
ARR0001656,19.01.2026,MANDI049,sugarcane,Local,23437.0,kg,23.0,Sugarcane,2026-01-19,234.37
ARR0002862,04-Aug-2026,MANDI038,Cotton,Local,-141.45,KG,142.0,Cotton,2026-08-04,-1.4144999999999999
ARR0021350,23.01.2026,MANDI015,wheat,,46690.0,kg,5.0,Wheat,2026-01-23,466.9
ARR0010376,2026-01-31,MANDI035,Makka,Local,13.12,tonnes,,Maize,2026-01-31,131.2
ARR0024917,30.04.2026,MANDI003,Ganna,Pusa-1121,4244.0,KGS,92.0,Sugarcane,2026-04-30,42.44
ARR0003323,2026-05-09,MANDI029,Mustard,Premium,45545.0,Kilo,146.0,Mustard,2026-09-05,455.45
ARR0009666,14/07/2026,MANDI020,GEHUN,Pusa-1121,12.757,tonnes,111.0,Wheat,2026-07-14,127.57
ARR0005904,2026/05/18,MANDI026,Sugarcane,Hybrid,-255.08,Qtl,125.0,Sugarcane,2026-05-18,-255.08
ARR0008064,14-Apr-2026,MANDI042,Kanak,Pusa-1121,12.675,tonnes,37.0,Wheat,2026-04-14,126.75
ARR0004813,08-14-2026,MANDI047,Mustard,Local,41.491,MT,92.0,Mustard,2026-08-14,414.90999999999997
ARR0002127,2026-03-23,MANDI033,Dhaan,Hybrid,30.21,Quintals,105.0,Rice,2026-03-23,30.21
ARR0018304,22-Apr-2026,MANDI008,Sarson,Premium,171.24,Qtl,121.0,Mustard,2026-04-22,171.24
ARR0022001,27-Jan-2026,MANDI012,Kanak,Pusa-1121,16.031,T,121.0,Wheat,2026-01-27,160.31
