record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp,crop_name_clean,date_clean,min_price_clean,max_price_clean,modal_price_clean,msp_clean
PR010421,12-Apr-2026,MANDI042,Ambala,Ganne,3254.58,"Rs. 3,592",3423.23,3500,Sugarcane,2026-04-12,3254.58,0.3592,3423.23,3500.0
PR001958,2026/06/08,,Moga,mustard,4970.36,"INR 5,990","5,480.29/-","INR 5,650",Mustard,2026-08-06,4970.36,5990.0,5480.29,5650.0
PR003230,01-18-2026,MANDI018,Amritsar,Wheat,2238.28,"2,357.94/-","2,298.11/-",2275,Wheat,2026-01-18,2238.28,2357.94,2298.11,2275.0
PR005023,18-Jan-2026,MANDI038,Sirsa,Sarso,5806.795851949369,"Rs. 6,790","Rs. 6,298","₹5,650.00",Mustard,2026-01-18,5806.795851949369,0.679,0.6298,5650.0
PR003091,07.02.2026,MANDI030,Amritsar,Mustard,"INR 5,886","INR 6,964",6425.124469410437,"Rs. 5,650",Mustard,2026-02-07,5886.0,6964.0,6425.124469410437,0.565
PR003318,26/03/2026,MANDI016,Hisar,चावल,"2,225.53/-","2,544.15/-",2384.841860781103,2183,Rice,2026-03-26,2225.53,2544.15,2384.841860781103,2183.0
PR007045,09.04.2026,MANDI044,Kurukshetra,Makki,"1,968.43/-",2120.34,2044.384126688834,"Rs. 2,090",Maize,2026-04-09,1968.43,2120.34,2044.384126688834,0.209
PR005873,19-Feb-2026,MANDI055,Karnal,गेहूं,2126.08,2505.63,"Rs. 2,316",2275,Wheat,2026-02-19,2126.08,2505.63,0.2316,2275.0
PR003217,2026-07-16,,,wheat,"2,122.40/-","2,642.50/-",2382.4506115805607,"₹2,275.00",Wheat,2026-07-16,2122.4,2642.5,2382.4506115805607,2275.0
PR008814,01-May-2026,MANDI027,Amritsar,cotton,"₹5,688.12","INR 6,171",5929.7,,Cotton,2026-05-01,5688.12,6171.0,5929.7,
PR008086,2026-04-22,,Kurukshetra,corn,1822.84,"INR 1,992","INR 1,908",2090,Maize,2026-04-22,1822.84,1992.0,1908.0,2090.0
PR004632,07/03/2026,MANDI032,Amritsar,mustard,"INR 5,337","₹6,602.04","₹5,969.33","₹5,650.00",Mustard,2026-03-07,5337.0,6602.04,5969.33,5650.0
PR009274,10.06.2026,MANDI057,Moga,Kapas,"₹6,790.40","₹7,779.81","INR 7,285","Rs. 6,620",Cotton,2026-06-10,6790.4,7779.81,7285.0,0.662
PR003051,2026-06-25,MANDI014,Sirsa,Gehun,"₹1,976.70","₹2,094.07",2035.39,"₹2,275.00",Wheat,2026-06-25,1976.7,2094.07,2035.39,2275.0
PR004962,07-04-2026,MANDI020,Karnal,Kapas,"Rs. 5,858","₹7,255.40",6556.71,"6,620.00/-",Cotton,2026-04-07,0.5858,7255.4,6556.71,6620.0
PR001644,2026-04-23,MANDI037,Ferozepur,Mustard,"₹4,995.74","INR 5,345",5170.26964708067,"5,650.00/-",Mustard,2026-04-23,4995.74,5345.0,5170.26964708067,5650.0
PR000089,2026/06/16,MANDI052,Amritsar,Makka,1796.8,"2,008.09/-","₹1,902.44",2090,Maize,2026-06-16,1796.8,2008.09,1902.44,2090.0
PR008053,06-03-2026,,,Mustard,"INR 5,511",6057.62,"5,784.12/-","INR 5,650",Mustard,2026-03-06,5511.0,6057.62,5784.12,5650.0
PR001450,28/01/2026,MANDI034,,Ganna,3247.15,"3,668.96/-","Rs. 3,458","INR 3,500",Sugarcane,2026-01-28,3247.15,3668.96,0.3458,3500.0
PR002230,08/08/2026,MANDI010,Ambala,Sarso,,"Rs. 5,363","₹5,107.80","₹5,650.00",Mustard,2026-08-08,,0.5363,5107.8,5650.0
PR003506,2026-05-03,MANDI033,Ferozepur,Sarso,5194.89,"₹5,976.14",5585.52,,Mustard,2026-03-05,5194.89,5976.14,5585.52,
PR009448,07-Jul-2026,MANDI038,Bathinda,Narma,"Rs. 5,726","Rs. 6,179",5952.26,,Cotton,2026-07-07,0.5726,0.6179,5952.26,
PR009462,06-30-2026,MANDI056,,Chawal,"INR 2,286","INR 2,585",2435.27,"₹2,183.00",Rice,2026-06-30,2286.0,2585.0,2435.27,2183.0
PR005069,02-Jan-2026,MANDI013,Jalandhar,paddy,"1,993.11/-","₹2,097.48","₹2,045.29",,Rice,2026-01-02,1993.11,2097.48,2045.29,
PR002258,25/08/2026,,Sirsa,Rice,"2,044.22/-",2540.37,2292.29,2183,Rice,2026-08-25,2044.22,2540.37,2292.29,2183.0
PR011822,02-Apr-2026,MANDI019,Patiala,Corn,"₹1,799.62",2074.14,"INR 1,937",2090,Maize,2026-04-02,1799.62,2074.14,1937.0,2090.0
PR010097,01/06/2026,,Sirsa,Corn,"INR 2,056","Rs. 2,450","INR 2,253",,Maize,2026-06-01,2056.0,0.245,2253.0,
PR003243,20/06/2026,MANDI014,Fatehabad,Mustard,,"INR 5,970",5549.88,5650,Mustard,2026-06-20,,5970.0,5549.88,5650.0
PR009053,23.06.2026,MANDI053,Moga,Makka,2134.125506757009,2507.93,2321.03,,Maize,2026-06-23,2134.125506757009,2507.93,2321.03,
PR009765,22/01/2026,MANDI002,Hisar,गन्ना,3545.83,3962.94,"INR 3,754",3500,Sugarcane,2026-01-22,3545.83,3962.94,3754.0,3500.0
PR005811,09-Mar-2026,MANDI053,Ludhiana,Sarso,"₹5,269.54","₹6,564.45",5917.0,"Rs. 5,650",Mustard,2026-03-09,5269.54,6564.45,5917.0,0.565
PR007538,11/06/2026,MANDI045,Jalandhar,paddy,"Rs. 1,937","Rs. 2,283",2110.1846707589607,2183,Rice,2026-06-11,0.1937,0.2283,2110.1846707589607,2183.0
PR000814,01-19-2026,MANDI030,Ambala,Kanak,"INR 2,073","Rs. 2,579",2325.68,"₹2,275.00",Wheat,2026-01-19,2073.0,0.2579,2325.68,2275.0
PR007607,2026/05/22,MANDI019,Ambala,Basmati,"₹1,875.47",2060.09,1967.78,,Rice,2026-05-22,1875.47,2060.09,1967.78,
PR002103,2026/05/18,MANDI032,Sirsa,Paddy,"Rs. 2,202",2380.66,2291.52,"INR 2,183",Rice,2026-05-18,0.2202,2380.66,2291.52,2183.0
PR001323,28.07.2026,MANDI032,Ambala,Maize,"Rs. 2,061",2434.36,"2,247.61/-",2090,Maize,2026-07-28,0.2061,2434.36,2247.61,2090.0
PR005994,03-16-2026,MANDI052,Moga,सरसों,"INR 5,895",6725.83,"6,310.63/-","₹5,650.00",Mustard,2026-03-16,5895.0,6725.83,6310.63,5650.0
PR005034,2026-01-18,MANDI057,Ludhiana,Ganne,"₹3,370.65","₹4,173.23","3,771.94/-",,Sugarcane,2026-01-18,3370.65,4173.23,3771.94,
PR003482,28/05/2026,MANDI002,,चावल,"2,166.63/-","₹2,451.24","INR 2,309","₹2,183.00",Rice,2026-05-28,2166.63,2451.24,2309.0,2183.0
PR001060,2026/01/10,MANDI033,,Rice,2098.33,2391.65,2244.99,"INR 2,183",Rice,2026-10-01,2098.33,2391.65,2244.99,2183.0
PR000690,04-21-2026,MANDI025,Patiala,Wheat,2018.26,"INR 2,289",2153.63,,Wheat,2026-04-21,2018.26,2289.0,2153.63,
PR004747,2026-02-03,MANDI048,,सरसों,"Rs. 4,906","6,121.87/-","INR 5,514",5650,Mustard,2026-03-02,0.4906,6121.87,5514.0,5650.0
PR005655,29/01/2026,MANDI055,Ambala,कपास,6378.71,"₹7,343.33","₹6,861.02","INR 6,620",Cotton,2026-01-29,6378.71,7343.33,6861.02,6620.0
PR001767,13-May-2026,MANDI048,Fatehabad,सरसों,"5,511.55/-","Rs. 6,537","₹6,024.06","₹5,650.00",Mustard,2026-05-13,5511.55,0.6537,6024.06,5650.0
PR001920,2026/09/04,MANDI010,Sirsa,Sarso,"₹5,801.96","INR 7,187","₹6,494.46",5650,Mustard,2026-04-09,5801.96,7187.0,6494.46,5650.0
PR002424,2026/03/03,MANDI029,,corn,"₹1,896.30","2,102.28/-","₹1,999.29",2090,Maize,2026-03-03,1896.3,2102.28,1999.29,2090.0
PR003467,2026/07/10,MANDI022,Bathinda,Paddy,1897.3738891722992,"INR 2,010","INR 1,954",2183,Rice,2026-10-07,1897.3738891722992,2010.0,1954.0,2183.0
PR004355,2026-01-29,MANDI022,Patiala,cotton,"₹6,712.26","Rs. 8,180","₹7,446.09",6620,Cotton,2026-01-29,6712.26,0.818,7446.09,6620.0
PR003006,03/02/2026,MANDI030,Jalandhar,कपास,"6,145.11/-","Rs. 6,677",6410.88,,Cotton,2026-02-03,6145.11,0.6677,6410.88,
PR002857,20.04.2026,MANDI056,Hisar,mustard,"₹5,762.78","INR 6,844",6303.438513255587,,Mustard,2026-04-20,5762.78,6844.0,6303.438513255587,
PR000086,2026/05/04,MANDI040,Hisar,Corn,"₹1,814.95","Rs. 2,006","INR 1,911","INR 2,090",Maize,2026-04-05,1814.95,0.2006,1911.0,2090.0
PR002462,12.01.2026,MANDI013,Ludhiana,wheat,,2362.57,"INR 2,233","2,275.00/-",Wheat,2026-01-12,,2362.57,2233.0,2275.0
PR002260,22.05.2026,MANDI031,Moga,सरसों,5595.3,5963.23,5779.27,"Rs. 5,650",Mustard,2026-05-22,5595.3,5963.23,5779.27,0.565
PR002116,10.05.2026,MANDI052,Bathinda,Dhaan,2183.35,2683.05,"₹2,433.20",2183,Rice,2026-05-10,2183.35,2683.05,2433.2,2183.0
PR007296,2026/03/02,MANDI020,Bathinda,धान,1951.5,2257.1,"INR 2,104",2183,Rice,2026-02-03,1951.5,2257.1,2104.0,2183.0
PR009889,13.04.2026,MANDI037,Patiala,Maize,"Rs. 2,004",2159.57,2081.8428494225027,,Maize,2026-04-13,0.2004,2159.57,2081.8428494225027,
PR008854,23/08/2026,MANDI021,,WHEAT,2310.96,2502.6016721187025,"₹2,406.78","INR 2,275",Wheat,2026-08-23,2310.96,2502.6016721187025,2406.78,2275.0
PR006694,2026-03-07,MANDI052,Fatehabad,Ganna,3144.535833006067,"₹3,373.84","INR 3,259","INR 3,500",Sugarcane,2026-07-03,3144.535833006067,3373.84,3259.0,3500.0
PR005133,02-06-2026,MANDI020,Hisar,Sarson,5033.82,"INR 5,846","₹5,439.88",5650,Mustard,2026-06-02,5033.82,5846.0,5439.88,5650.0
PR001789,2026/06/18,MANDI008,,Narma,6913.229724887688,"₹8,519.91",7716.57,"INR 6,620",Cotton,2026-06-18,6913.229724887688,8519.91,7716.57,6620.0
PR002264,2026/06/01,MANDI042,Kurukshetra,Corn,"INR 2,041","Rs. 2,246","Rs. 2,144","₹2,090.00",Maize,2026-01-06,2041.0,0.2246,0.2144,2090.0
PR003562,05-12-2026,,Jalandhar,sugarcane,"Rs. 3,365","₹4,147.08","₹3,756.07",3500,Sugarcane,2026-12-05,0.3365,4147.08,3756.07,3500.0
PR011168,09-04-2026,MANDI024,Patiala,paddy,"1,894.02/-",2135.94,2014.98,"₹2,183.00",Rice,2026-04-09,1894.02,2135.94,2014.98,2183.0
PR001905,02-17-2026,MANDI027,Patiala,Makki,"1,939.15/-","Rs. 2,058","Rs. 1,999","Rs. 2,090",Maize,2026-02-17,1939.15,0.2058,0.1999,0.209
PR005920,24/03/2026,MANDI022,Kurukshetra,गन्ना,"₹3,279.57",4035.15,"INR 3,657","INR 3,500",Sugarcane,2026-03-24,3279.57,4035.15,3657.0,3500.0
PR001024,02.04.2026,,Kurukshetra,GEHUN,"₹2,306.72",2823.77,2565.2433587236146,2275,Wheat,2026-04-02,2306.72,2823.77,2565.2433587236146,2275.0
PR002744,2026-07-06,MANDI054,Bathinda,Gehun,"INR 2,352","INR 2,572",2462.41,"Rs. 2,275",Wheat,2026-06-07,2352.0,2572.0,2462.41,0.2275
PR004198,2026-01-19,MANDI019,,Corn,1887.67,"₹1,988.78","₹1,938.23","Rs. 2,090",Maize,2026-01-19,1887.67,1988.78,1938.23,0.209
PR001571,25.05.2026,MANDI001,Bathinda,WHEAT,"₹2,311.52",,"₹2,485.82",2275,Wheat,2026-05-25,2311.52,,2485.82,2275.0
PR001242,2026-08-22,MANDI028,Bathinda,cotton,6240.58,"INR 7,203",6721.916466480194,6620,Cotton,2026-08-22,6240.58,7203.0,6721.916466480194,6620.0
PR009482,26-Apr-2026,MANDI024,Amritsar,Sugarcane,"₹3,053.71","INR 3,779","Rs. 3,416","Rs. 3,500",Sugarcane,2026-04-26,3053.71,3779.0,0.3416,0.35
PR011775,30-May-2026,MANDI051,Bathinda,कपास,"INR 6,191","₹6,602.29","INR 6,397","₹6,620.00",Cotton,2026-05-30,6191.0,6602.29,6397.0,6620.0
PR006707,30.03.2026,MANDI019,,Corn,"₹1,914.86",2296.75,"Rs. 2,106","INR 2,090",Maize,2026-03-30,1914.86,2296.75,0.2106,2090.0
PR000686,22-Jul-2026,MANDI035,Kurukshetra,Sugarcane,"INR 3,193",3520.65,"₹3,356.61",,Sugarcane,2026-07-22,3193.0,3520.65,3356.61,
PR005649,2026/09/04,MANDI017,Kurukshetra,mustard,4822.28,"₹5,870.59",5346.43,"₹5,650.00",Mustard,2026-04-09,4822.28,5870.59,5346.43,5650.0
PR007618,2026-03-17,MANDI011,Karnal,Mustard,"5,170.61/-",5829.11,"Rs. 5,500",5650,Mustard,2026-03-17,5170.61,5829.11,0.55,5650.0
PR006749,02-01-2026,MANDI034,Karnal,Makki,"Rs. 1,804","Rs. 1,903",1853.31,"INR 2,090",Maize,2026-01-02,0.1804,0.1903,1853.31,2090.0
PR002052,07-04-2026,MANDI045,Kurukshetra,Makka,"Rs. 2,018","2,178.91/-","2,098.49/-",,Maize,2026-04-07,0.2018,2178.91,2098.49,
PR000926,2026/04/03,MANDI014,Amritsar,Wheat,2001.4496523743137,"2,479.56/-",2240.51,2275,Wheat,2026-03-04,2001.4496523743137,2479.56,2240.51,2275.0
PR009790,16/05/2026,MANDI021,Ludhiana,Paddy,"INR 1,883","INR 2,089",1985.94,"INR 2,183",Rice,2026-05-16,1883.0,2089.0,1985.94,2183.0
PR000954,27.06.2026,MANDI051,Hisar,Ganna,"Rs. 3,465","INR 4,111","₹3,788.16","₹3,500.00",Sugarcane,2026-06-27,0.3465,4111.0,3788.16,3500.0
PR010842,08-08-2026,MANDI007,Ferozepur,Gehun,"Rs. 1,994",2151.36,"Rs. 2,072","₹2,275.00",Wheat,2026-08-08,0.1994,2151.36,0.2072,2275.0
PR009576,03-12-2026,MANDI007,Bathinda,Sarso,"INR 5,894","₹6,933.16",6413.5365093901255,5650,Mustard,2026-12-03,5894.0,6933.16,6413.5365093901255,5650.0
PR011091,18.01.2026,MANDI048,Ludhiana,Sarson,"INR 5,722","6,106.95/-","₹5,914.46",,Mustard,2026-01-18,5722.0,6106.95,5914.46,
PR000553,28/03/2026,MANDI057,Patiala,Ganna,3554.9057523467573,"INR 3,739",3646.82,3500,Sugarcane,2026-03-28,3554.9057523467573,3739.0,3646.82,3500.0
PR010580,03-08-2026,MANDI040,Moga,सरसों,"₹5,198.29",6365.970397845661,"₹5,782.13",,Mustard,2026-08-03,5198.29,6365.970397845661,5782.13,
PR005173,29.04.2026,MANDI033,Patiala,Maize,"2,132.77/-",2365.206668831777,2248.99,,Maize,2026-04-29,2132.77,2365.206668831777,2248.99,
PR005432,24.04.2026,MANDI052,Ludhiana,Kapas,6389.043783638165,"₹6,843.42","INR 6,616",6620,Cotton,2026-04-24,6389.043783638165,6843.42,6616.0,6620.0
PR008451,31.07.2026,MANDI055,,Sarso,"₹4,983.62","INR 5,435","5,209.09/-","INR 5,650",Mustard,2026-07-31,4983.62,5435.0,5209.09,5650.0
PR011807,2026-01-15,MANDI055,Bathinda,Sarso,"5,025.03/-","Rs. 6,203",5614.080663381963,"₹5,650.00",Mustard,2026-01-15,5025.03,0.6203,5614.080663381963,5650.0
PR009855,2026-04-07,MANDI027,Ferozepur,Sarson,"₹5,350.12","5,788.35/-","INR 5,569",5650,Mustard,2026-07-04,5350.12,5788.35,5569.0,5650.0
PR011805,03-16-2026,MANDI020,,wheat,,"2,363.86/-",2211.94,"INR 2,275",Wheat,2026-03-16,,2363.86,2211.94,2275.0
PR009732,07-07-2026,MANDI022,Bathinda,sugarcane,"Rs. 3,601",3803.13,"Rs. 3,702","INR 3,500",Sugarcane,2026-07-07,0.3601,3803.13,0.3702,3500.0
PR010814,05-Feb-2026,,Ludhiana,Maize,"₹1,866.89","₹2,050.70","Rs. 1,959","₹2,090.00",Maize,2026-02-05,1866.89,2050.7,0.1959,2090.0
PR003545,05-May-2026,MANDI037,Jalandhar,कपास,5958.86,"Rs. 7,351","INR 6,655","INR 6,620",Cotton,2026-05-05,5958.86,0.7351,6655.0,6620.0
PR005620,20/06/2026,MANDI040,Jalandhar,Wheat,,"₹2,300.64","2,168.65/-","2,275.00/-",Wheat,2026-06-20,,2300.64,2168.65,2275.0
PR002407,24-Jan-2026,MANDI014,Ludhiana,Kanak,"₹2,075.15",2591.08,2333.12,2275,Wheat,2026-01-24,2075.15,2591.08,2333.12,2275.0
PR001809,21-Feb-2026,MANDI006,Karnal,Sarson,"Rs. 5,370","₹6,609.55","₹5,989.98","₹5,650.00",Mustard,2026-02-21,0.537,6609.55,5989.98,5650.0
PR003728,02/08/2026,MANDI003,Bathinda,Maize,"₹2,110.50","Rs. 2,355","Rs. 2,233","₹2,090.00",Maize,2026-08-02,2110.5,0.2355,0.2233,2090.0
PR006077,16-Jun-2026,MANDI005,Ludhiana,Ganna,,"₹3,637.03","₹3,393.95","Rs. 3,500",Sugarcane,2026-06-16,,3637.03,3393.95,0.35
PR005671,05/02/2026,MANDI007,Karnal,मक्का,"Rs. 2,105","₹2,280.87",2192.7515109344795,"INR 2,090",Maize,2026-02-05,0.2105,2280.87,2192.7515109344795,2090.0
PR001539,20-Jul-2026,MANDI017,,Chawal,"Rs. 2,252",2593.4,2422.59,,Rice,2026-07-20,0.2252,2593.4,2422.59,
PR005780,2026/03/03,MANDI047,Bathinda,Mustard,"INR 5,162","Rs. 5,585","INR 5,374","Rs. 5,650",Mustard,2026-03-03,5162.0,0.5585,5374.0,0.565
PR002322,26/08/2026,MANDI028,Bathinda,Sugarcane,3159.3145177569654,3937.3042400589748,3548.31,3500,Sugarcane,2026-08-26,3159.3145177569654,3937.3042400589748,3548.31,3500.0
PR006947,2026/03/02,,Fatehabad,सरसों,"4,953.97/-",6038.75,"INR 5,496",5650,Mustard,2026-02-03,4953.97,6038.75,5496.0,5650.0
PR000298,15-Apr-2026,MANDI044,Ambala,कपास,"INR 6,891","INR 8,438","₹7,664.66","₹6,620.00",Cotton,2026-04-15,6891.0,8438.0,7664.66,6620.0
PR011366,02.09.2026,MANDI011,Fatehabad,Dhaan,1958.6,"2,425.30/-","Rs. 2,192","₹2,183.00",Rice,2026-09-02,1958.6,2425.3,0.2192,2183.0
PR005021,30.05.2026,MANDI006,Jalandhar,Maize,"1,957.20/-","Rs. 2,134",2045.5637585925324,2090,Maize,2026-05-30,1957.2,0.2134,2045.5637585925324,2090.0
PR009102,2026-07-21,MANDI006,Hisar,Sarson,,"6,474.05/-","INR 6,012",,Mustard,2026-07-21,,6474.05,6012.0,
PR009631,03-08-2026,MANDI053,Jalandhar,Wheat,2091.66,"₹2,520.67","INR 2,306","Rs. 2,275",Wheat,2026-08-03,2091.66,2520.67,2306.0,0.2275
PR003018,2026/02/14,,Bathinda,Corn,"INR 1,828",2212.5764718878813,"Rs. 2,020",,Maize,2026-02-14,1828.0,2212.5764718878813,0.202,
PR008531,18.01.2026,MANDI048,Ferozepur,paddy,2264.741702255456,"₹2,663.03","2,463.89/-","₹2,183.00",Rice,2026-01-18,2264.741702255456,2663.03,2463.89,2183.0
PR007431,20.03.2026,MANDI008,Hisar,धान,2057.21,"2,264.70/-","INR 2,161","INR 2,183",Rice,2026-03-20,2057.21,2264.7,2161.0,2183.0
PR005289,16/06/2026,MANDI020,,cotton,"₹6,320.62","₹7,077.70","6,699.16/-",,Cotton,2026-06-16,6320.62,7077.7,6699.16,
PR011891,2026-07-05,,Amritsar,Makka,,"₹2,447.50","₹2,207.49","INR 2,090",Maize,2026-05-07,,2447.5,2207.49,2090.0
PR000058,06/09/2026,,Patiala,गेहूं,"2,229.70/-","2,597.85/-","Rs. 2,414",2275,Wheat,2026-09-06,2229.7,2597.85,0.2414,2275.0
PR005713,08-08-2026,MANDI003,Kurukshetra,Gehun,"₹2,025.31",,"INR 2,164","INR 2,275",Wheat,2026-08-08,2025.31,,2164.0,2275.0
PR002396,17/01/2026,MANDI054,Ambala,sugarcane,3169.8949262282663,"3,717.08/-",3443.485439373989,"₹3,500.00",Sugarcane,2026-01-17,3169.8949262282663,3717.08,3443.485439373989,3500.0
PR009521,18/05/2026,MANDI057,Patiala,Maize,,"2,284.80/-",2125.53,"₹2,090.00",Maize,2026-05-18,,2284.8,2125.53,2090.0
PR000810,07-10-2026,,Sirsa,cotton,"6,597.81/-","Rs. 7,967","Rs. 7,282",,Cotton,2026-10-07,6597.81,0.7967,0.7282,
PR009255,2026-04-17,MANDI022,Ferozepur,Chawal,"Rs. 1,990",2303.05,"Rs. 2,147","2,183.00/-",Rice,2026-04-17,0.199,2303.05,0.2147,2183.0
PR009229,19-Jun-2026,MANDI035,Fatehabad,Kapas,6034.562908699304,"Rs. 7,050","Rs. 6,542","Rs. 6,620",Cotton,2026-06-19,6034.562908699304,0.705,0.6542,0.662
PR009061,20.06.2026,MANDI040,Hisar,Kanak,2253.72,2675.02,2464.37,2275,Wheat,2026-06-20,2253.72,2675.02,2464.37,2275.0
PR008997,31-Jan-2026,MANDI015,Moga,Corn,"Rs. 2,106","₹2,295.20","Rs. 2,201","2,090.00/-",Maize,2026-01-31,0.2106,2295.2,0.2201,2090.0
PR001051,10/08/2026,MANDI011,Bathinda,Corn,"₹1,791.74","INR 2,233","Rs. 2,012","INR 2,090",Maize,2026-08-10,1791.74,2233.0,0.2012,2090.0
PR005740,10/06/2026,MANDI022,Fatehabad,sugarcane,"INR 3,037","INR 3,537","Rs. 3,287","₹3,500.00",Sugarcane,2026-06-10,3037.0,3537.0,0.3287,3500.0
PR011837,2026/08/21,MANDI031,Amritsar,WHEAT,"₹2,265.11","Rs. 2,674","Rs. 2,469",,Wheat,2026-08-21,2265.11,0.2674,0.2469,
PR002383,15/01/2026,,Hisar,Rice,1899.7070382339077,2112.73,"2,006.22/-",2183,Rice,2026-01-15,1899.7070382339077,2112.73,2006.22,2183.0
PR010944,02-Mar-2026,MANDI032,Amritsar,Ganne,3590.49,4035.88,"INR 3,813","INR 3,500",Sugarcane,2026-03-02,3590.49,4035.88,3813.0,3500.0
PR005241,26/07/2026,MANDI021,Ambala,Chawal,2138.53,"INR 2,595",2366.54,,Rice,2026-07-26,2138.53,2595.0,2366.54,
PR005978,03.01.2026,MANDI008,Amritsar,Narma,6766.956302051428,,"INR 7,130","6,620.00/-",Cotton,2026-01-03,6766.956302051428,,7130.0,6620.0
PR002922,2026/01/08,MANDI021,Karnal,Narma,"INR 5,863",7321.690582402938,"₹6,592.26","6,620.00/-",Cotton,2026-08-01,5863.0,7321.690582402938,6592.26,6620.0
PR004305,24-Jul-2026,MANDI025,Bathinda,Sarson,"₹5,881.81","INR 6,976",6428.66,"₹5,650.00",Mustard,2026-07-24,5881.81,6976.0,6428.66,5650.0
PR008621,17.03.2026,MANDI021,Ferozepur,cotton,"Rs. 5,753","Rs. 7,090",6421.48,"INR 6,620",Cotton,2026-03-17,0.5753,0.709,6421.48,6620.0
PR001219,12/05/2026,MANDI002,Kurukshetra,Ganne,"₹3,081.95","3,490.96/-",3286.46,"INR 3,500",Sugarcane,2026-05-12,3081.95,3490.96,3286.46,3500.0
PR008738,2026-06-17,MANDI045,Amritsar,धान,"2,262.69/-",2797.11,2529.9,"Rs. 2,183",Rice,2026-06-17,2262.69,2797.11,2529.9,0.2183
PR004391,2026/06/26,,Bathinda,Paddy,"₹2,219.21","₹2,353.57","₹2,286.39",,Rice,2026-06-26,2219.21,2353.57,2286.39,
PR003904,2026/05/04,MANDI042,Kurukshetra,Chawal,"Rs. 1,936",2345.8883324279905,2141.11,"2,183.00/-",Rice,2026-04-05,0.1936,2345.8883324279905,2141.11,2183.0
PR003020,08-Jul-2026,MANDI006,Sirsa,Dhaan,"1,949.51/-","₹2,249.75","2,099.63/-",2183,Rice,2026-07-08,1949.51,2249.75,2099.63,2183.0
PR011180,2026/07/21,,Fatehabad,सरसों,"₹5,750.59","₹6,135.47",5943.02826005763,"₹5,650.00",Mustard,2026-07-21,5750.59,6135.47,5943.02826005763,5650.0
PR006603,2026/07/22,MANDI034,Sirsa,Dhaan,"2,128.87/-",2614.77,"INR 2,372",,Rice,2026-07-22,2128.87,2614.77,2372.0,
PR004367,08/03/2026,MANDI056,Moga,Makka,1825.16,"Rs. 1,977","INR 1,901","₹2,090.00",Maize,2026-03-08,1825.16,0.1977,1901.0,2090.0
PR005215,24/02/2026,MANDI039,Moga,mustard,"5,327.43/-","₹6,491.44",5909.44,5650,Mustard,2026-02-24,5327.43,6491.44,5909.44,5650.0
PR009817,2026/05/29,,,Corn,1926.57,"₹2,364.08","₹2,145.32","₹2,090.00",Maize,2026-05-29,1926.57,2364.08,2145.32,2090.0
PR006733,25-Feb-2026,MANDI005,Ferozepur,corn,"INR 2,004",2228.97,"₹2,116.67","INR 2,090",Maize,2026-02-25,2004.0,2228.97,2116.67,2090.0
PR000961,2026/02/05,MANDI044,Ludhiana,Basmati,"₹1,959.59","Rs. 2,235","Rs. 2,097","₹2,183.00",Rice,2026-05-02,1959.59,0.2235,0.2097,2183.0
PR009186,25-Jul-2026,MANDI023,Ludhiana,गन्ना,3375.99,"INR 3,765","₹3,570.38",,Sugarcane,2026-07-25,3375.99,3765.0,3570.38,
PR010542,24/02/2026,MANDI047,Ferozepur,Ganne,,3716.2293749233245,3557.0303795317423,,Sugarcane,2026-02-24,,3716.2293749233245,3557.0303795317423,
PR011510,2026/01/15,,Karnal,सरसों,"Rs. 5,513","Rs. 5,874","INR 5,694",,Mustard,2026-01-15,0.5513,0.5874,5694.0,
PR009574,06/05/2026,MANDI029,Kurukshetra,Cotton,"INR 6,441","₹7,011.45",6726.13,"INR 6,620",Cotton,2026-05-06,6441.0,7011.45,6726.13,6620.0
PR008030,2026-05-17,MANDI027,Patiala,Kapas,"INR 6,711","INR 7,151",6930.818807678319,6620,Cotton,2026-05-17,6711.0,7151.0,6930.818807678319,6620.0
PR008335,2026-01-17,MANDI015,Sirsa,Sarso,"Rs. 5,586","₹6,946.87",6266.35766198528,5650,Mustard,2026-01-17,0.5586,6946.87,6266.35766198528,5650.0
PR009625,2026-02-14,MANDI021,Fatehabad,मक्का,2082.61,"Rs. 2,569",2325.63,"INR 2,090",Maize,2026-02-14,2082.61,0.2569,2325.63,2090.0
PR006504,2026/01/15,MANDI047,Kurukshetra,कपास,"₹6,716.35","INR 7,922","₹7,319.07","INR 6,620",Cotton,2026-01-15,6716.35,7922.0,7319.07,6620.0
PR004062,2026-05-05,MANDI014,Amritsar,Sarson,"Rs. 4,975",6161.21,"₹5,568.03","INR 5,650",Mustard,2026-05-05,0.4975,6161.21,5568.03,5650.0
PR011274,07-Feb-2026,MANDI021,Jalandhar,Corn,1987.84,"INR 2,236","₹2,111.67",,Maize,2026-02-07,1987.84,2236.0,2111.67,
PR005599,24/02/2026,,,Dhaan,,"INR 2,236",2121.45,2183,Rice,2026-02-24,,2236.0,2121.45,2183.0
PR005367,27-Apr-2026,MANDI052,,sugarcane,,"INR 3,252",3158.52,"₹3,500.00",Sugarcane,2026-04-27,,3252.0,3158.52,3500.0
PR006841,21.07.2026,MANDI042,Hisar,corn,2086.16,"2,583.49/-","₹2,334.83","₹2,090.00",Maize,2026-07-21,2086.16,2583.49,2334.83,2090.0
